Game Title,Console,Price
Frankenstein: The Monster Returns,PS,152.52
Freedom Force,PS,43.66
Friday the 13th,PS,136.98
Fun House,PS,32.66
G.I. Joe: A Real American Hero,PS,216.66
G.I. Joe: The Atlantis Factor,PS,94.88
GALF [Green],PS,56.38
GALF [White],PS,0.00
Galactic Crusader [Black],PS,0.00
Galactic Crusader [Blue],PS,73.27
Galaga: Demons of Death,PS,41.70
Galaxy 5000: Racing in the 51st Century,PS,54.75
Game Genie,PS,29.28
Game Genie Adapter,PS,264.48
Gargoyle's Quest II,PS,195.74
Garry Kitchen's Battle Tank,PS,30.93
Gauntlet,PS,31.44
Gauntlet II,PS,24.17
Gauntlet [Unlicensed],PS,27.86
Gemfire,PS,198.17
Genghis Khan,PS,45.63
George Foreman's KO Boxing,PS,29.43
"Ghost Lion, Legend of",PS,200.64
Ghostbusters,PS,68.40
Ghostbusters II,PS,62.58
Ghosts 'n Goblins,PS,56.03
Ghosts 'n Goblins [5 Screw],PS,98.52
Ghoul School,PS,84.63
Goal!,PS,25.36
Goal! Two,PS,72.01
Godzilla 2: War of the Monsters,PS,333.65
Godzilla: Monster of Monsters!,PS,98.21
Golf,PS,26.31
Golf Grand Slam,PS,29.67
Golf [5 Screw],PS,25.03
Golgo 13: Top Secret Episode,PS,28.14
Goonies II,PS,75.21
Goonies II [5 Screw],PS,74.74
Gotcha! The Sport!,PS,19.48
Gotcha! The Sport! [5 Screw],PS,0.00
Gradius,PS,69.87
Gradius [5 Screw],PS,98.08
Great Waldo Search,PS,59.30
Greg Norman's Golf Power,PS,26.29
Gremlins 2: The New Batch,PS,95.55
Guardian Legend,PS,74.62
Guerrilla War,PS,49.78
Gumshoe,PS,65.53
Gumshoe [5 Screw],PS,160.80
Gun+Nac,PS,431.16
Gun.Smoke,PS,73.00
Gyromite,PS,57.56
Gyromite [5 Screw],PS,262.71
Gyromite [Big Box],PS,463.70
Gyruss,PS,51.99
Hammerin' Harry [PAL],PS,0.00
Harlem Globetrotters,PS,24.57
Hatris,PS,41.33
Heavy Barrel,PS,43.41
Heavy Shreddin',PS,20.87
High Speed,PS,27.22
Hogan's Alley,PS,52.97
Hogan's Alley [5 Screw],PS,109.15
Hollywood Squares,PS,25.25
Holy Diver [Collector's Edition],PS,0.00
Home Alone,PS,38.49
Home Alone 2: Lost in New York,PS,32.46
Hook,PS,34.72
Hoops,PS,13.37
Hot Slots,PS,"1,483.66"
Hudson Hawk,PS,41.84
Hunt for Red October,PS,21.02
Hydlide,PS,20.80
Ice Climber,PS,112.33
Ice Climber [5 Screw],PS,276.48
Ice Hockey,PS,29.53
Ikari III: The Rescue,PS,52.98
Ikari Warriors,PS,40.33
Ikari Warriors II: Victory Road,PS,39.27
Ikari Warriors [5 Screw],PS,55.02
Image Fight,PS,54.30
Immortal,PS,38.63
Impossible Mission II [AVE],PS,30.89
Impossible Mission II [SEI],PS,36.25
Incredible Crash Dummies,PS,103.13
Indiana Jones and the Last Crusade [Taito],PS,86.90
Indiana Jones and the Last Crusade [Ubisoft],PS,169.66
Indiana Jones and the Temple of Doom,PS,47.58
Indiana Jones and the Temple of Doom [Unlicensed],PS,44.00
Infiltrator,PS,22.74
International Cricket [AUS],PS,87.52
Iron Tank: The Invasion of Normandy,PS,22.84
Ironsword: Wizards & Warriors II,PS,23.52
Isolated Warrior,PS,70.85
Ivan 'Ironman' Stewart's Super Off Road,PS,32.99
Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,PS,14.99
Jackal,PS,54.17
Jackie Chan's Action Kung Fu,PS,162.18
James Bond Jr.,PS,81.87
Jaws,PS,64.93
Jaws [5 Screw],PS,0.00
Jeopardy!,PS,14.34
Jeopardy! 25th Anniversary Edition,PS,13.69
Jeopardy! Jr. Edition,PS,12.38
Jetsons: Cogswell's Caper,PS,560.74
Jimmy Connors Tennis,PS,140.21
Joe & Mac,PS,71.79
John Elway's Quarterback,PS,16.42
Jordan vs. Bird: One on One,PS,62.63
Joshua & The Battle of Jericho,PS,64.08
Journey to Silius,PS,134.41
Joust,PS,35.05
"Jungle Book, Disney's",PS,77.02
Jurassic Park,PS,51.11
Kabuki: Quantum Fighter,PS,60.50
Karate Champ,PS,35.54
Karate Champ [5 Screw],PS,28.47
Karate Kid,PS,50.25
Karnov,PS,44.27
Kick Off [PAL],PS,25.82
Kickle Cubicle,PS,77.84
Kickmaster,PS,262.06
Kid Icarus,PS,78.98
Kid Icarus [5 Screw],PS,164.40
Kid Klown in Night Mayor World,PS,674.68
Kid Kool and the Quest for the Seven Wonder Herbs,PS,58.12
Kid Niki: Radical Ninja,PS,79.10
Kid Niki: Radical Ninja [5 Screw],PS,34.95
King Neptune's Adventure [Black],PS,259.99
King Neptune's Adventure [Blue],PS,233.44
King of Kings: The Early Years,PS,42.15
King's Knight,PS,31.84
King's Quest V,PS,81.07
Kings of the Beach: Professional Beach Volleyball,PS,17.72
Kirby's Adventure,PS,60.94
Kiwi Kraze: A Bird-Brained Adventure!,PS,89.88
Klash Ball,PS,35.38
Klax,PS,16.73
Knight Rider,PS,35.54
Konami Hyper Soccer [PAL],PS,34.78
Krazy Kreatures,PS,43.36
Krion Conquest,PS,162.98
Krusty's Fun House,PS,41.66
Kung Fu,PS,48.72
Kung Fu Heroes,PS,32.29
Kung Fu [5 Screw],PS,39.65
L'Empereur,PS,145.05
Laser Invasion,PS,48.68
LaserScope,PS,82.28
Last Action Hero,PS,134.90
Last Ninja,PS,61.82
Last Starfighter,PS,34.60
Lee Trevino's Fighting Golf,PS,16.43
Legacy of the Wizard,PS,26.06
Legend of Kage,PS,39.76
Legend of Kage [5 Screw],PS,63.62
Legend of Prince Valiant [PAL],PS,65.00
Legend of Zelda,PS,173.40
Legend of Zelda [5 Screw],PS,376.55
Legend of Zelda [Classic Series],PS,75.17
Legend of Zelda [Test Cartridge],PS,0.00
Legendary Wings,PS,47.73
Legends of the Diamond: The Baseball Championship,PS,27.95
Lemmings,PS,99.58
Lethal Weapon,PS,84.81
Life Force,PS,64.32
Linus Spacehead's Cosmic Crusade,PS,119.53
Linus Spacehead's Cosmic Crusade [Aladdin Deck Enhancer],PS,22.45
Lion King [PAL],PS,140.12
Little League Baseball: Championship Series,PS,30.74
"Little Mermaid, Disney's",PS,39.76
Little Nemo: The Dream Master,PS,59.76
Little Ninja Brothers,PS,173.82
Little Samson,PS,"3,725.37"
Lode Runner,PS,61.01
Lode Runner [5 Screw],PS,66.41
Lone Ranger,PS,145.18
Loopz,PS,21.47
Low G Man: The Low Gravity Man,PS,39.11
Lunar Pool,PS,23.00
Lunar Pool [5 Screw],PS,0.00
M.C. Kids,PS,52.55
M.U.L.E.,PS,63.41
M.U.S.C.L.E.: Tag Team Match,PS,127.67
M.U.S.C.L.E.: Tag Team Match [5 Screw],PS,132.61
Mach Rider,PS,54.16
Mach Rider [5 Screw],PS,100.87
Mad Max,PS,69.50
Mafat Conspiracy,PS,21.48
Magic Darts,PS,20.82
Magic Johnson's Fast Break,PS,16.46
The Magic of Scheherazade,PS,52.52
Magician,PS,86.29
Magmax,PS,47.82
Major League Baseball,PS,25.19
Maniac Mansion,PS,90.44
Mappy-Land,PS,39.75
Marble Madness,PS,34.55
"Mario Bros., The Original",PS,135.29
"Mario Bros., The Original [5 Screw]",PS,181.13
Mario Is Missing!,PS,55.43
Mario's Time Machine,PS,176.51
Master Chu and the Drunkard Hu [Black],PS,0.00
Master Chu and the Drunkard Hu [Blue],PS,65.74
Maxi 15,PS,99.84
Mechanized Attack,PS,47.36
Mega Man,PS,376.93
Mega Man 10 [Press Kit],PS,126.17
Mega Man 2,PS,140.01
Mega Man 3,PS,99.46
Mega Man 4,PS,107.75
Mega Man 5,PS,188.55
Mega Man 6,PS,173.53
Mega Man 9 [Press Kit],PS,246.09
Mega Man [5 Screw],PS,0.00
Menace Beach [Black],PS,213.49
Menace Beach [Blue],PS,288.39
Mendel Palace,PS,42.03
Mermaids of Atlantis,PS,119.05
Metal Fighter [Black],PS,0.00
Metal Fighter [Blue],PS,37.59
Metal Gear,PS,113.97
Metal Mech: Man & Machine,PS,53.96
Metal Storm,PS,368.96
Metroid,PS,109.17
Metroid [5 Screw],PS,528.04
Metroid [Classic Series],PS,85.64
Michael Andretti's World GP,PS,22.41
Mickey Mousecapade,PS,40.29
Mickey's Adventure in Numberland,PS,167.03
Mickey's Safari in Letterland,PS,53.12
Micro Machines,PS,61.22
Micro Machines [Aladdin Deck Enhancer],PS,25.92
Mig 29 Soviet Fighter,PS,21.80
Might & Magic: Secret of the Inner Sanctum,PS,144.30
Mighty Bomb Jack,PS,59.78
Mighty Bomb Jack [5 Screw],PS,20.77
Mighty Final Fight,PS,660.20
Mike Tyson's Punch-Out!!,PS,133.93
Mike Tyson's Punch-Out!! [5 Screw],PS,0.00
Millipede,PS,21.83
Milon's Secret Castle,PS,36.30
Miracle Piano Teaching System,PS,212.56
Mission Cobra,PS,79.31
Mission: Impossible,PS,23.08
Monopoly,PS,21.73
Monster Party,PS,101.28
Monster Truck Rally,PS,40.40
Monster in My Pocket,PS,251.03
Moon Ranger [Black],PS,152.50
Moon Ranger [Blue],PS,305.63
Motor City Patrol,PS,75.84
Mr. Gimmick [PAL],PS,"1,354.91"
Ms. Pac-Man [Namco],PS,115.33
Ms. Pac-Man [Tengen],PS,38.85
"Muppet Adventure: Chaos at the Carnival, Jim Henson's",PS,37.96
Mutant Virus,PS,56.05
Mystery Quest,PS,34.33
NARC,PS,36.59
NES Advantage,PS,37.38
NES Classic Edition,PS,107.60
NES Classic Mini Edition Controller,PS,11.99
NES Controller,PS,0.00
NES Dogbone Controller,PS,0.00
NES Four Score,PS,39.47
NES Max,PS,36.87
NES Open Tournament Golf,PS,28.35
NES Play Action Football,PS,12.83
NES Power Glove,PS,111.88
NES Satellite,PS,39.29
NES Zapper [Grey],PS,20.09
NES Zapper [Orange],PS,26.55
NFL Football,PS,12.76
New Ghostbusters II [PAL],PS,108.49
Nigel Mansell's World Championship Racing,PS,74.73
A Nightmare on Elm Street,PS,145.63
Nightshade,PS,84.88
Ninja Crusaders,PS,93.36
Ninja Gaiden,PS,106.47
Ninja Gaiden II: The Dark Sword of Chaos,PS,67.24
Ninja Gaiden III: The Ancient Ship of Doom,PS,157.07
Ninja Kid,PS,106.03
Ninja Kid [5 Screw],PS,88.03
Nintendo Entertainment System [Action Set],PS,134.36
Nintendo Entertainment System [Challenge Set],PS,145.64
Nintendo Entertainment System [Control Deck],PS,90.34
Nintendo Entertainment System [Deluxe],PS,611.69
Nintendo Entertainment System [Power Set],PS,157.91
Nintendo Entertainment System [Sports Set],PS,281.63
Nintendo Entertainment System: Top Loader [Control Deck],PS,262.65
Nintendo World Championships [Gold],PS,0.00
Nintendo World Championships [Grey],PS,0.00
Nintendo World Cup,PS,24.03
Noah's Ark [PAL],PS,78.79
Nobunaga's Ambition,PS,51.75
Nobunaga's Ambition II,PS,237.98
North and South,PS,98.07
ORB 3-D,PS,25.56
Operation Secret Storm [Black],PS,191.96
Operation Secret Storm [Blue],PS,143.87
Operation Wolf,PS,22.74
Othello,PS,25.10
Over Horizon [PAL],PS,120.82
Overlord,PS,44.67
P'radikus Conflict [Black],PS,89.99
P'radikus Conflict [Blue],PS,78.98
P.O.W.: Prisoners of War,PS,43.06
Pac-Man [Namco],PS,54.77
Pac-Man [Tengen Unlicensed],PS,32.31
Pac-Man [Tengen],PS,38.20
Pac-Mania,PS,35.08
Palamedes,PS,37.28
Panic Restaurant,PS,"1,237.73"
Paperboy,PS,38.81
Paperboy 2,PS,53.70
Parasol Stars: Rainbow Islands II  [PAL],PS,0.00
Parodius [PAL],PS,94.45
Peek A Boo Poker,PS,"1,626.93"
Pesterminator: The Western Exterminator [Black],PS,0.00
Pesterminator: The Western Exterminator [Blue],PS,106.94
Phantom Fighter,PS,41.54
Pictionary,PS,17.58
Pin-Bot,PS,22.78
Pinball,PS,25.16
Pinball Quest,PS,33.93
Pinball [5 Screw],PS,42.65
Pipe Dream,PS,25.70
Pirates!,PS,76.07
Platoon,PS,19.77
Popeye,PS,56.21
Popeye [5 Screw],PS,122.77
Power Blade,PS,260.88
Power Blade 2,PS,"1,239.90"
Power Pad,PS,57.79
Power Punch II,PS,59.07
Predator,PS,61.35
Prince of Persia,PS,72.62
Princess Tomato in the Salad Kingdom,PS,307.91
Pro Sport Hockey,PS,331.52
Pro Wrestling,PS,64.86
Pro Wrestling [5 Screw],PS,59.55
Punch-Out!!,PS,69.18
Punisher,PS,92.46
Puss N' Boots: Pero's Great Adventure,PS,28.60
Puzzle,PS,27.35
Puzznic,PS,33.64
Pyramid,PS,24.53
Q*bert,PS,27.73
Qix,PS,72.22
Quattro Adventure,PS,31.22
Quattro Adventure [Aladdin Deck Enhancer],PS,19.95
Quattro Arcade,PS,35.06
Quattro Sports,PS,24.26
Quattro Sports [Aladdin Deck Enhancer],PS,19.09
R.B.I. Baseball,PS,40.68
R.B.I. Baseball 2,PS,20.31
R.B.I. Baseball 3,PS,26.02
R.B.I. Baseball [Unicensed],PS,22.26
R.C. Pro-Am,PS,28.19
R.C. Pro-Am II,PS,270.74
R.O.B. [Robotic Operating Buddy],PS,403.17
"Race America, Alex DeMeo's",PS,125.76
RacerMate Challenge II,PS,214.82
Racket Attack,PS,15.65
Rackets & Rivals [PAL],PS,0.00
Rad Racer,PS,33.97
Rad Racer II,PS,27.09
Rad Racer [5 Screw],PS,87.56
Rad Racket: Deluxe Tennis II,PS,98.99
Raid 2020 [Black],PS,0.00
Raid 2020 [Blue],PS,48.76
Raid on Bungeling Bay,PS,48.77
Raid on Bungeling Bay [5 Screw],PS,538.75
Rainbow Islands,PS,95.10
Rainbow Islands [Ocean] [PAL],PS,80.00
Rally Bike,PS,74.35
Rambo,PS,46.14
Rampage,PS,48.88
Rampart,PS,41.68
Remote Control,PS,20.89
Ren & Stimpy Show: Buckeroo$!,PS,54.05
Renegade,PS,44.08
Rescue: The Embassy Mission,PS,27.73
Ring King,PS,81.16
Ring King [5 Screw],PS,51.42
River City Ransom,PS,107.09
Road Fighter [PAL],PS,29.60
Road Runner,PS,36.07
RoadBlasters,PS,19.50
Robin Hood: Prince of Thieves,PS,36.15
Robo Warrior,PS,25.32
RoboCop,PS,30.72
RoboCop 2,PS,54.64
RoboCop 3,PS,146.83
Robodemons,PS,69.17
Rock 'n Ball,PS,25.95
Rocket Ranger,PS,23.50
Rocketeer,PS,45.71
Rockin' Kats,PS,308.27
Rodland [PAL],PS,0.00
Roger Clemens' MVP Baseball,PS,19.27
Rollerball,PS,43.10
Rollerblade Racer,PS,61.17
Rollergames,PS,42.23
Rolling Thunder,PS,27.75
Romance of the Three Kingdoms,PS,61.46
Romance of the Three Kingdoms II,PS,134.38
Roundball 2-on-2 Challenge,PS,28.67
Rush'n Attack,PS,27.77
Rush'n Attack [5 Screw],PS,33.74
Rygar,PS,58.52
Rygar [5 Screw],PS,68.55
S.C.A.T.,PS,361.61
Secret Scout [Black],PS,0.00
Secret Scout [Blue],PS,327.36
Section-Z,PS,45.67
Section-Z [5 Screw],PS,38.01
Seicross,PS,22.18
Sesame Street: 123,PS,21.40
Sesame Street: ABC,PS,16.49
Sesame Street: ABC/123,PS,32.40
Sesame Street: Big Bird's Hide & Speak,PS,15.88
Sesame Street: Countdown,PS,39.65
Shadow of the Ninja,PS,193.12
Shadowgate,PS,34.40
Shatterhand,PS,147.89
Shingen the Ruler,PS,26.74
Shinobi,PS,53.92
Shockwave,PS,46.33
Shooting Range,PS,23.40
Short Order/Eggsplode,PS,27.92
Side Pocket,PS,22.45
Silent Assault [Black],PS,0.00
Silent Assault [Blue],PS,41.89
Silent Service,PS,17.03
Silk Worm,PS,93.53
Silver Surfer,PS,103.69
Simpsons: Bart Vs. the Space Mutants,PS,70.54
Simpsons: Bart Vs. the World,PS,48.89
Simpsons: Bartman Meets Radioactive Man,PS,97.92
Skate or Die,PS,22.02
Skate or Die 2: The Search for Double Trouble,PS,28.31
Ski or Die,PS,25.77
Skull & Crossbones,PS,29.85
Sky Kid,PS,43.68
Sky Kid [5 Screw],PS,49.71
Sky Shark,PS,26.31
Slalom,PS,79.39
Slalom [5 Screw],PS,95.02
Smash T.V.,PS,57.80
Smurfs [PAL],PS,53.51
Snake Rattle n Roll,PS,28.76
Snake's Revenge,PS,95.96
Snoopy's Silly Sports Spectacular,PS,21.06
Snow Brothers,PS,404.38
Soccer,PS,98.51
Soccer [5 Screw],PS,155.51
Solar Jetman: Hunt for the Golden Warpship,PS,29.95
Solitaire,PS,109.02
Solomon's Key,PS,74.98
Solomon's Key [5 Screw],PS,60.13
Solstice: The Quest for the Staff of Demnos,PS,21.30
Space Shuttle Project,PS,93.79
Spelunker,PS,59.46
Spelunker [5 Screw],PS,141.72
Spider-Man: Return of the Sinister Six,PS,49.62
Spiritual Warfare,PS,38.22
Spot: The Videogame!,PS,43.59
Spy Hunter,PS,25.29
Spy Hunter [5 Screw],PS,34.40
Spy vs. Spy,PS,27.57
Sqoon,PS,798.91
Sqoon [5 Screw],PS,"1,023.17"
Stack-Up,PS,438.61
Stadium Events,PS,"42,693.93"
Stadium Events [5 Screw],PS,0.00
Stadium Events [PAL],PS,922.04
Stanley: The Search for Dr. Livingston,PS,64.06
Star Force,PS,33.49
Star Force [5 Screw],PS,0.00
Star Soldier,PS,29.13
Star Trek 25th Anniversary,PS,43.72
Star Trek: The Next Generation,PS,91.42
Star Tropics,PS,37.20
Star Tropics II: Zoda's Revenge,PS,42.23
Star Voyager,PS,22.11
Star Voyager [5 Screw],PS,23.90
Star Wars,PS,47.89
Star Wars: The Empire Strikes Back,PS,62.81
Starship Hector,PS,50.57
Stealth ATF,PS,22.56
Stinger,PS,85.22
Stinger [5 Screw],PS,72.15
Street Cop,PS,50.05
Street Fighter 2010: The Final Fight,PS,72.26
Strider,PS,47.00
Stunt Kids,PS,74.62
Sunday Funday: The Ride,PS,227.52
Super C,PS,76.44
Super Cars,PS,68.02
Super Dodge Ball,PS,57.47
Super Glove Ball,PS,19.26
Super Jeopardy!,PS,16.57
Super Mario Bros.,PS,112.67
Super Mario Bros. / Duck Hunt,PS,39.99
Super Mario Bros. / Duck Hunt / World Class Track Meet,PS,32.85
Super Mario Bros. / Tetris / Nintendo World Cup [PAL],PS,0.00
Super Mario Bros. 2,PS,71.49
Super Mario Bros. 3,PS,40.71
Super Mario Bros. 3 [Challenge Set Version],PS,40.51
Super Mario Bros. [5 Screw],PS,218.25
Super Pitfall,PS,30.95
Super Pitfall [5 Screw],PS,37.99
Super Spike V'Ball,PS,26.48
Super Spike V'Ball / Nintendo World Cup,PS,23.90
Super Sprint,PS,23.23
Super Spy Hunter,PS,157.07
Super Team Games,PS,19.90
Super Turrican [PAL],PS,122.40
Superman,PS,82.50
Swamp Thing,PS,415.33
Sword Master,PS,408.25
Swords and Serpents,PS,25.99
T & C Surf Designs: Thrilla's Surfari,PS,91.22
T & C Surf Designs: Wood & Water Rage,PS,36.73
T2 Terminator 2: Judgment Day,PS,39.82
Taboo: The Sixth Sense,PS,24.42
Tag Team Wrestling,PS,23.08
Tag Team Wrestling [5 Screw],PS,76.19
Tagin' Dragon,PS,82.28
"TaleSpin, Disney's",PS,69.93
Target: Renegade,PS,38.48
Tecmo Baseball,PS,20.18
Tecmo Bowl,PS,26.55
Tecmo Cup Soccer Game,PS,123.35
Tecmo NBA Basketball,PS,22.67
Tecmo Super Bowl,PS,47.16
Tecmo World Cup Soccer [PAL],PS,0.00
Tecmo World Wrestling,PS,33.26
Teenage Mutant Ninja Turtles,PS,53.93
Teenage Mutant Ninja Turtles II: The Arcade Game,PS,82.81
Teenage Mutant Ninja Turtles III: The Manhattan Project,PS,155.00
Teenage Mutant Ninja Turtles: Tournament Fighters,PS,486.36
Tengen Tetris,PS,163.82
Tennis,PS,55.68
Tennis [5 Screw],PS,88.14
Terminator,PS,85.56
Terra Cresta,PS,83.30
Tetris,PS,25.57
Tetris 2,PS,17.77
Three Stooges,PS,32.20
Thunder and Lightning,PS,42.39
Thunderbirds,PS,51.40
Thundercade,PS,34.35
Tiger-Heli,PS,31.33
Tiger-Heli [5 Screw],PS,34.99
Tiles of Fate,PS,38.00
Time Lord,PS,33.93
Times of Lore,PS,181.34
Tiny Toon Adventures,PS,56.91
Tiny Toon Adventures 2: Trouble in Wackyland,PS,45.17
Tiny Toon Adventures Cartoon Workshop,PS,30.85
To The Earth,PS,23.92
Toki,PS,84.72
Tom & Jerry: The Ultimate Game of Cat and Mouse!,PS,59.61
Tombs & Treasure,PS,89.86
Toobin',PS,53.84
Top Gun,PS,24.61
Top Gun [5 Screw],PS,41.30
Top Gun: The Second Mission,PS,18.39
"Top Players' Tennis, Chris Evert & Ivan Lendl in",PS,18.22
Total Recall,PS,35.32
Totally Rad,PS,65.27
Touchdown Fever,PS,31.85
Toxic Crusaders,PS,228.64
Track & Field,PS,37.19
Track & Field II,PS,19.65
Track & Field [5 Screw],PS,93.01
Treasure Master,PS,60.10
Trog!,PS,58.47
Trojan,PS,61.74
Trojan [5 Screw],PS,89.49
Trolls in Crazyland [PAL],PS,447.89
Trolls on Treasure Island,PS,64.61
Twin Cobra,PS,34.98
Twin Eagle,PS,35.19
U-Force,PS,49.32
Ufouria: The Saga [PAL],PS,0.00
Ultima: Exodus,PS,29.84
Ultima: Quest of the Avatar,PS,45.40
Ultima: Warriors of Destiny,PS,119.66
Ultimate Air Combat,PS,53.81
Ultimate Basketball,PS,17.97
Ultimate League Soccer,PS,53.14
Ultimate Stuntman,PS,34.28
Uncanny X-Men,PS,52.40
Uncharted Waters,PS,122.70
Uninvited,PS,139.90
Untouchables,PS,48.48
Untouchables [Blue Label],PS,106.48
Urban Champion,PS,153.49
Urban Champion [5 Screw],PS,141.11
Vegas Dream,PS,15.50
Venice Beach Volleyball,PS,41.18
Vice: Project Doom,PS,114.89
Videomation,PS,30.01
Vindicators,PS,25.82
Volleyball,PS,140.76
Volleyball [5 Screw],PS,97.98
WCW: World Championship Wrestling,PS,34.32
WWF King of the Ring,PS,59.34
WWF WrestleMania,PS,34.73
WWF WrestleMania Challenge,PS,30.77
WWF Wrestlemania Steel Cage Challenge,PS,37.66
Wacky Races,PS,752.64
Wall Street Kid,PS,26.29
Wally Bear and the No! Gang,PS,105.29
Wario's Woods,PS,56.21
Wayne Gretzky Hockey,PS,34.91
Wayne's World,PS,403.99
Werewolf: The Last Warrior,PS,51.87
Wheel of Fortune,PS,14.11
Wheel of Fortune Featuring Vanna White,PS,20.88
Wheel of Fortune: Family Edition,PS,16.95
Wheel of Fortune: Junior Edition,PS,17.82
Where in Time Is Carmen Sandiego?,PS,37.69
Where's Waldo?,PS,24.54
Who Framed Roger Rabbit?,PS,60.19
Whomp 'Em,PS,97.19
Wico Command Control,PS,0.00
Widget,PS,138.73
Wild Gunman,PS,90.37
Wild Gunman [5 Screw],PS,270.47
Willow,PS,63.18
"Win, Lose or Draw",PS,18.18
Winter Games,PS,40.59
Winter Games [5 Screw],PS,30.96
Wizardry Master Series II: Knight of Diamonds,PS,64.62
Wizardry Master Series: Proving Grounds of the Mad Overlord,PS,30.88
Wizards & Warriors,PS,40.52
Wizards & Warriors III: Kuros: Visions of Power,PS,77.77
Wizards & Warriors [5 Screw],PS,55.73
Wolverine,PS,107.85
World Champ,PS,143.08
World Class Track Meet,PS,81.00
World Games,PS,19.23
Wrath of the Black Manta,PS,29.60
Wrecking Crew,PS,98.38
Wrecking Crew [5 Screw],PS,141.02
Wurm: Journey to the Center of the Earth,PS,108.47
Xenophobe,PS,19.12
Xevious: The Avenger,PS,26.02
Xexyz,PS,42.48
Yo! Noid,PS,55.16
Yoshi,PS,29.21
Yoshi's Cookie,PS,27.73
Young Indiana Jones Chronicles,PS,87.28
Zanac,PS,80.80
Zanac [5 Screw],PS,57.10
Zelda II: The Adventure of Link,PS,93.08
Zelda II: The Adventures of Link [Classic Series],PS,75.38
Zen: Intergalactic Ninja,PS,202.32
Zombie Nation,PS,715.02
3 Ninjas Kick Back,PS,76.26
6-Button Controller [MK-1653],PS,0.00
6-Button Turbo Controller [MK-1470],PS,0.00
6-Pak,PS,30.38
688 Attack Sub,PS,18.54
AAAHH!!! Real Monsters,PS,18.47
ATP Tour Championship Tennis,PS,16.31
Action 52,PS,142.34
Addams Family,PS,40.08
Adventures of Batman & Robin,PS,86.33
Adventures of Mighty Max,PS,23.15
Adventures of Rocky and Bullwinkle and Friends,PS,23.35
Aero The Acro-Bat,PS,24.04
Aero The Acro-Bat 2,PS,214.32
Aerobiz,PS,61.63
Aerobiz Supersonic,PS,115.15
After Burner II,PS,22.81
Air Buster,PS,83.24
Air Diver,PS,15.89
Aladdin,PS,16.87
Alex Kidd in the Enchanted Castle,PS,27.43
Alien 3,PS,26.66
Alien Storm,PS,56.56
Alisia Dragoon,PS,101.39
Altered Beast,PS,25.68
American Gladiators,PS,22.39
Andre Agassi Tennis,PS,16.67
Animaniacs,PS,17.39
Aquatic Games starring James Pond and the Aquabats,PS,18.50
Arcade Classics,PS,12.35
Arch Rivals,PS,19.41
Arcus Odyssey,PS,100.39
Ariel: The Little Mermaid,PS,22.33
Arnold Palmer Tournament Golf,PS,14.76
Arrow Flash,PS,126.71
Art Alive,PS,9.72
Art of Fighting,PS,29.83
Asterix and the Great Rescue,PS,14.67
Atomic Robo-Kid,PS,39.11
Atomic Runner,PS,88.02
Awesome Possum,PS,32.28
Ayrton Senna's Super Monaco GP II,PS,22.39
B.O.B,PS,23.61
Back to the Future Part III,PS,61.35
Ballz 3D,PS,17.52
Barbie Super Model,PS,13.81
Barkley: Shut Up and Jam 2,PS,15.41
Barkley: Shut Up and Jam!,PS,11.35
Barney's Hide & Seek,PS,13.57
Bass Masters Classic,PS,12.75
Bass Masters Classic: Pro Edition,PS,12.55
Batman,PS,114.11
Batman Forever,PS,16.01
Batman Returns,PS,20.91
Batman: Revenge of the Joker,PS,67.20
Battle Master,PS,26.86
Battle Squadron,PS,73.08
Battletech: A Game of Armored Combat,PS,34.81
Battletoads,PS,63.68
Battletoads & Double Dragon,PS,43.19
Battletoads & Double Dragon [Cardboard],PS,49.39
Battletoads [Cardboard Variant],PS,81.41
Beast Wrestler,PS,40.04
Beauty and the Beast: Belle's Quest,PS,27.61
Beauty and the Beast: Roar of the Beast,PS,18.74
Beavis and Butt-head,PS,26.29
Beggar Prince,PS,187.57
Berenstain Bears Camping Adventure,PS,20.26
Best of the Best: Championship Karate,PS,19.40
Beyond Oasis,PS,86.18
Bible Adventures,PS,150.12
Bill Walsh College Football,PS,7.48
Bill Walsh College Football 95,PS,10.09
Bimini Run,PS,38.17
Bio-Hazard Battle,PS,46.05
Blades of Vengeance,PS,84.06
Blaster Master 2,PS,66.91
Blockout,PS,22.44
Bonanza Brothers,PS,29.86
Bonkers,PS,26.61
Boogerman: A Pick and Flick Adventure,PS,42.40
Boxing Legends of the Ring,PS,12.00
Bram Stoker's Dracula,PS,19.04
Brett Hull Hockey 95,PS,16.43
Brutal: Paws of Fury,PS,22.96
Bubba n Stix,PS,26.69
Bubble and Squeak,PS,57.86
Bubsy,PS,21.67
Bubsy II,PS,16.14
Buck Rogers: Countdown to Doomsday,PS,36.13
Budokan: The Martial Spirit,PS,23.95
Bugs Bunny in Double Trouble,PS,15.80
Bulls versus Blazers and the NBA Playoffs,PS,13.48
Bulls vs Lakers and the NBA Playoffs,PS,10.59
Burning Force,PS,61.85
Cadash,PS,73.94
Caesars Palace,PS,10.18
Cal Ripken Jr. Baseball,PS,12.21
Caliber .50,PS,45.97
California Games,PS,25.16
Captain America and the Avengers,PS,51.62
Castle of Illusion starring Mickey Mouse,PS,45.20
Castlevania: Bloodlines,PS,215.94
Castlevania: Bloodlines [Cardboard],PS,176.05
