Game Title,Console,Price
Donkey Kong Country 2: Diddy's Kong Quest [Player's Choice],PS,69.05
Donkey Kong Country 3: Dixie Kong's Double Trouble!,PS,76.49
Donkey Kong Country 3: Dixie Kong's Double Trouble! [Not For Resale],PS,0.00
Donkey Kong Country 3: Dixie Kong's Double Trouble! [Player's Choice],PS,98.97
Donkey Kong Country Competition,PS,"3,677.28"
Donkey Kong Country [Not For Resale],PS,0.00
Donkey Kong Country [Player's Choice],PS,51.03
Doom,PS,92.78
Doom Troopers: The Mutant Chronicles,PS,173.43
Doomsday Warrior,PS,32.86
Double Dragon V: The Shadow Falls,PS,68.61
Dragon View: Drakkhen 2,PS,214.29
Dragon's Lair,PS,34.90
Dragon: The Bruce Lee Story,PS,37.71
Drakkhen,PS,35.95
Dream TV,PS,36.49
Dungeon Master,PS,68.38
E.V.O.: Search for Eden,PS,"1,212.07"
ESPN Baseball Tonight,PS,19.01
ESPN National Hockey Night,PS,19.06
ESPN Speedworld,PS,20.54
ESPN Sunday Night NFL,PS,14.63
Earth Defense Force,PS,64.95
EarthBound,PS,"1,207.90"
Earthworm Jim,PS,109.66
Earthworm Jim 2,PS,110.27
Eek! the Cat,PS,63.21
Elite Soccer,PS,35.32
Emmitt Smith Football,PS,19.29
Equinox,PS,73.30
Exertainment Mountain Bike Rally,PS,75.15
Exertainment Mountain Bike Rally/Speed Racer,PS,"2,431.00"
Extra Innings,PS,15.31
F-Zero,PS,36.75
F-Zero [Player's Choice],PS,39.08
F1 Pole Position,PS,23.72
F1 ROC,PS,30.76
F1 ROC 2: Race of Champions,PS,29.49
FIFA International Soccer,PS,19.75
FIFA Soccer '96,PS,16.62
FIFA Soccer '97,PS,32.05
Faceball 2000,PS,26.77
Family Dog,PS,32.68
Family Feud,PS,13.54
Fatal Fury,PS,37.55
Fatal Fury 2,PS,36.44
Fatal Fury Special,PS,77.30
Fighter's History,PS,44.78
Final Fantasy II,PS,141.06
Final Fantasy III,PS,186.07
Final Fantasy: Mystic Quest,PS,60.28
Final Fight,PS,66.33
Final Fight 2,PS,186.19
Final Fight 3,PS,347.43
Final Fight Guy,PS,"1,185.51"
Fire Striker,PS,242.92
Firepower 2000,PS,49.28
First Samurai,PS,61.82
Flashback: The Quest for Identity,PS,45.19
Flintstones,PS,83.41
Flintstones: The Treasure of Sierra Madrock,PS,130.13
Football Fury,PS,34.56
Foreman For Real Boxing,PS,13.04
Frank Thomas Big Hurt Baseball,PS,13.84
Frantic Flea,PS,20.81
Frogger,PS,27.12
Full Throttle: All-American Racing,PS,15.76
Fun 'n Games,PS,731.68
GP-1,PS,30.34
GP-1 Part II,PS,26.59
Game Genie,PS,50.68
Gemfire,PS,66.27
Genghis Khan 2: Clan of the Gray Wolf,PS,32.00
George Foreman's KO Boxing,PS,13.39
Ghoul Patrol,PS,296.45
Goal!,PS,22.75
Gods,PS,37.18
Goof Troop,PS,51.58
Gradius III,PS,74.81
Great Circus Mystery starring Mickey & Minnie,PS,47.82
Great Waldo Search,PS,32.81
GunForce,PS,48.03
Hagane: The Final Conflict,PS,"1,705.88"
Hammerlock Wrestling,PS,84.54
Hardball III,PS,15.54
Harley's Humongous Adventure,PS,37.26
Harvest Moon,PS,723.29
Head-On Soccer,PS,60.06
Hit The Ice,PS,47.12
Hole in One Golf,PS,15.79
Home Alone,PS,28.63
Home Alone 2: Lost in New York,PS,25.92
Home Improvement,PS,108.23
Hook,PS,75.73
Hunt for Red October,PS,23.46
Hurricanes,PS,447.48
Hyper V-Ball,PS,36.81
HyperZone,PS,27.02
Ignition Factor,PS,65.87
Illusion Of Gaia,PS,84.29
Imperium,PS,148.56
Incantation,PS,751.79
Incredible Crash Dummies,PS,38.12
Incredible Hulk,PS,50.67
Indiana Jones' Greatest Adventures,PS,71.41
Inindo: Way of the Ninja,PS,77.91
Inspector Gadget,PS,83.86
International Superstar Soccer,PS,350.73
International Superstar Soccer Deluxe,PS,280.65
International Tennis Tour,PS,16.70
Irem Skins Game,PS,17.18
Izzy's Quest for the Olympic Rings,PS,22.68
J.R.R. Tolkien's The Lord of the Rings,PS,50.50
Jack Nicklaus Golf,PS,12.36
James Bond Jr.,PS,27.50
Jammit,PS,20.31
Jeopardy!,PS,13.74
Jeopardy! Deluxe Edition,PS,13.58
Jeopardy! Sports Edition,PS,14.06
Jetsons: Invasion of Planet Pirates,PS,186.73
Jim Power: The Lost Dimension in 3D,PS,43.19
Jimmy Connors Pro Tennis Tour,PS,17.58
Jimmy Houston's Bass Tournament USA,PS,53.74
Joe & Mac,PS,59.24
Joe & Mac 2: Lost in the Tropics,PS,163.15
John Madden Football,PS,20.61
John Madden Football '93,PS,9.36
Judge Dredd,PS,44.15
Jungle Book,PS,23.35
Jungle Strike: The Sequel to Desert Strike,PS,33.65
Jurassic Park,PS,35.68
Jurassic Park 2: The Chaos Continues,PS,48.33
Justice League Task Force,PS,52.98
Ka-blooey,PS,21.69
Kawasaki Caribbean Challenge,PS,24.46
Kawasaki Superbike Challenge,PS,44.69
Ken Griffey Jr. Presents MLB,PS,32.18
Ken Griffey Jr.'s Winning Run,PS,28.25
Ken Griffey Jr.'s Winning Run [Not For Resale],PS,0.00
Kendo Rage,PS,127.54
Kid Klown in Crazy Chase,PS,39.44
Killer Instinct,PS,44.66
Killer Instinct [Not For Resale],PS,0.00
King Arthur & the Knights of Justice,PS,93.22
King Arthur's World,PS,38.52
King of Dragons,PS,185.01
King of the Monsters,PS,38.42
King of the Monsters 2,PS,35.30
Kirby Super Star: 8 Games in One!,PS,79.58
Kirby's Avalanche,PS,41.22
Kirby's Dream Course,PS,76.54
Kirby's Dream Land 3,PS,342.60
Knights of the Round,PS,300.59
Kyle Petty's No Fear Racing,PS,28.17
Lagoon,PS,40.36
Lamborghini American Challenge,PS,80.05
Last Action Hero,PS,34.09
Lawnmower Man,PS,30.54
Legend,PS,173.31
Legend of Zelda: A Link To the Past,PS,114.03
Legend of Zelda: A Link to the Past [Player's Choice],PS,79.77
Legend of the Mystical Ninja,PS,158.69
Lemmings,PS,37.72
Lemmings 2: The Tribes,PS,60.33
Lester the Unlikely,PS,23.39
Lethal Enforcers,PS,92.32
Lethal Enforcers [Big Box],PS,123.50
Lethal Weapon,PS,35.81
Liberty or Death,PS,79.18
Lion King,PS,38.08
Lock On,PS,33.54
Looney Tunes B-Ball,PS,85.15
Lost Vikings,PS,80.06
Lost Vikings II: Norse by Norsewest,PS,96.15
Lufia & The Fortress of Doom,PS,150.16
Lufia 2: Rise of the Sinistrals,PS,165.35
MACS,PS,0.00
MACS: Moving Target Simulator,PS,0.00
MLBPA Baseball,PS,16.12
MVP Football,PS,17.32
Madden NFL '94,PS,13.04
Madden NFL '95,PS,10.88
Madden NFL '96,PS,10.73
Madden NFL '97,PS,10.84
Madden NFL '98,PS,17.54
Magic Boy,PS,52.89
Magic Johnson's Super Slam Dunk,PS,25.98
Magic Sword,PS,111.91
Magical Quest starring Mickey Mouse,PS,57.45
Mario Is Missing!,PS,56.76
Mario Paint,PS,94.11
Mario Paint [Game Only],PS,0.00
Mario Paint [Player's Choice],PS,72.03
Mario's Early Years!: Fun with Letters,PS,64.24
Mario's Early Years!: Fun with Numbers,PS,70.59
Mario's Early Years!: Pre-School Fun,PS,59.73
Mario's Time Machine,PS,40.65
Mark Davis' The Fishing Master,PS,22.20
Marvel Super Heroes: War of the Gems,PS,157.25
Mary Shelley's Frankenstein,PS,34.68
The Mask,PS,136.16
Math Blaster: Episode 1,PS,44.58
Maui Mallard: Cold Shadow,PS,60.58
Mecarobot Golf,PS,20.51
MechWarrior,PS,33.77
MechWarrior 3050,PS,42.72
Mega Man 7,PS,541.12
Mega Man Soccer,PS,222.04
Mega Man X,PS,133.27
Mega Man X2,PS,307.66
Mega Man X3,PS,699.05
Metal Combat: Falcon's Revenge,PS,28.45
Metal Marines,PS,122.44
Metal Morph,PS,92.11
Metal Warriors,PS,791.20
Michael Andretti's Indy Car Challenge,PS,24.20
Michael Jordan: Chaos in the Windy City,PS,57.95
Mickey Mania: Timeless Adventures of Mickey Mouse,PS,42.08
Mickey's Ultimate Challenge,PS,45.68
Micro Machines,PS,77.11
Might & Magic III: Isles of Terra,PS,74.71
Mighty Morphin' Power Rangers,PS,30.41
Mighty Morphin' Power Rangers: Fighting Edition,PS,107.41
Mighty Morphin' Power Rangers: The Movie,PS,116.97
Miracle Piano Teaching System,PS,172.27
Mohawk & Headphone Jack,PS,75.06
Monopoly,PS,15.92
Mortal Kombat,PS,48.84
Mortal Kombat 3,PS,52.99
Mortal Kombat II,PS,51.67
Mortal Kombat II [Not For Resale],PS,0.00
Mr. Do!,PS,98.48
Mr. Nutz,PS,184.91
Ms. Pac-Man,PS,22.74
Musya: The Classic Japanese Tale of Horror,PS,200.13
NBA All-Star Challenge,PS,18.05
NBA Hang Time,PS,32.32
NBA Jam,PS,27.30
NBA Jam Tournament Edition,PS,53.17
NBA Live '95,PS,13.43
NBA Live '96,PS,15.18
NBA Live '97,PS,12.09
NBA Live '98,PS,24.26
NBA Showdown,PS,13.39
NBA: Give 'n Go,PS,48.64
NCAA Basketball,PS,12.04
NCAA Basketball [Not For Resale],PS,0.00
NCAA Final Four Basketball,PS,15.49
NCAA Football,PS,17.12
NFL Football,PS,15.16
NFL Quarterback Club,PS,11.64
NFL Quarterback Club '96,PS,11.78
NHL '94,PS,47.75
NHL '95,PS,17.87
NHL '96,PS,29.12
NHL '97,PS,19.06
NHL '98,PS,46.24
NHL Stanley Cup Hockey,PS,16.62
NHLPA Hockey '93,PS,12.84
Natsume Championship Wrestling,PS,39.66
Newman Haas IndyCar featuring Nigel Mansell,PS,19.62
Nickelodeon Guts,PS,31.30
Nigel Mansell's World Championship Racing,PS,18.82
Ninja Gaiden Trilogy,PS,318.61
Ninja Warriors,PS,509.07
No Escape,PS,55.52
Nobunaga's Ambition,PS,45.59
Nobunaga's Ambition: Lord of Darkness,PS,73.08
Nolan Ryan's Baseball,PS,19.05
Nosferatu,PS,231.51
Obitus,PS,43.92
Ogre Battle: March of the Black Queen,PS,264.64
Olympic Summer Games,PS,19.08
On the Ball,PS,44.87
Operation Europe: Path to Victory 1939-45,PS,30.58
Operation Thunderbolt,PS,159.72
Operation: Logic Bomb,PS,73.40
Oscar,PS,421.09
Out of This World,PS,35.68
Out to Lunch,PS,54.12
Outlander,PS,37.88
P.T.O. II: Pacific Theater of Operations,PS,44.14
P.T.O: Pacific Theater of Operations,PS,38.18
PGA European Tour Golf,PS,23.46
PGA Tour '96,PS,37.22
PGA Tour Golf,PS,13.56
Pac-Attack,PS,26.88
Pac-Man 2: The New Adventures,PS,16.18
Pac-in-Time,PS,59.14
Packy & Marlon,PS,100.23
Pagemaster,PS,24.94
Paladin's Quest,PS,82.15
Paperboy 2,PS,32.52
The Peace Keepers,PS,145.39
Phalanx,PS,101.92
Phantom 2040,PS,54.18
Pieces,PS,91.81
Pilotwings,PS,27.88
Pinball Dreams,PS,19.71
Pinball Fantasies,PS,21.84
Pink Goes to Hollywood,PS,25.93
Pinocchio,PS,48.57
Pirates of Dark Water,PS,138.64
Pit-Fighter,PS,19.68
Pitfall: The Mayan Adventure,PS,23.65
Plok!,PS,73.48
Pocky & Rocky,PS,358.79
Pocky & Rocky 2,PS,"1,222.52"
Populous,PS,24.24
Porky Pig's Haunted Holiday,PS,29.14
Power Instinct,PS,65.45
Power Moves,PS,29.73
Power Piggs of the Dark Age,PS,72.32
Power Plug [Tyco],PS,21.50
Power Rangers Zeo: Battle Racers,PS,37.84
Prehistorik Man,PS,79.69
Primal Rage,PS,30.33
Prince of Persia,PS,51.67
Prince of Persia 2,PS,61.78
Pro Quarterback,PS,18.98
Pro Sport Hockey,PS,16.24
Pushover,PS,33.97
Q*bert 3,PS,69.23
R-Type III,PS,336.67
RPM: Radical Psycho Machine Racing,PS,33.23
Race Drivin',PS,20.93
Radical Rex,PS,44.80
Raiden Trad,PS,72.41
Rampart,PS,54.69
Ranma 1/2: Hard Battle,PS,47.94
RapJam Volume One,PS,27.13
Realm,PS,84.16
Redline F-1 Racer,PS,44.92
Relief Pitcher,PS,52.24
Ren & Stimpy Show: Buckeroo$!,PS,469.70
Ren & Stimpy Show: Fire Dogs,PS,112.01
Ren & Stimpy Show: Time Warp,PS,68.32
Ren & Stimpy Show: Veediots!,PS,36.00
Revolution X featuring Aerosmith,PS,18.91
Rex Ronan: Experimental Surgeon,PS,116.40
Riddick Bowe Boxing,PS,30.21
Rise of the Phoenix,PS,46.92
Rise of the Robots,PS,21.66
Rival Turf,PS,43.60
Road Riot 4WD,PS,22.03
Road Runner's Death Valley Rally,PS,20.66
RoboCop 3,PS,70.58
RoboCop vs. Terminator,PS,67.40
RoboTrek,PS,150.09
Rock 'n Roll Racing,PS,87.04
Rocketeer,PS,35.90
Rocko's Modern Life,PS,65.72
Rocky Rodent,PS,86.74
Roger Clemens' MVP Baseball,PS,14.56
Romance of the Three Kingdoms II,PS,53.22
Romance of the Three Kingdoms III: Dragon of Destiny,PS,48.45
Romance of the Three Kingdoms IV: Wall of Fire,PS,46.56
Run Saber,PS,177.91
S.O.S. Sink or Swim,PS,149.33
SOS,PS,190.31
SWAT Kats: The Radical Squadron,PS,260.96
Samurai Shodown,PS,54.25
Saturday Night Slam Masters,PS,69.87
Scooby-Doo Mystery,PS,30.78
SeaQuest DSV,PS,57.44
Secret of Evermore,PS,101.85
Secret of Mana,PS,165.71
Shadowrun,PS,179.32
Shanghai II: Dragon's Eye,PS,15.02
Shaq-Fu,PS,28.37
Shien's Revenge,PS,150.88
Side Pocket,PS,39.87
SimAnt,PS,75.45
SimCity,PS,34.48
SimCity 2000,PS,49.40
SimCity [Player's Choice],PS,41.58
SimEarth: The Living Planet,PS,27.97
The Simpsons: Bart's Nightmare,PS,81.09
The Simpsons: Itchy & Scratchy Game,PS,128.76
The Simpsons: Krusty's Super Fun House,PS,47.73
The Simpsons: Virtual Bart,PS,78.13
Skuljagger: Revenge of the Westicans,PS,29.74
Skyblazer,PS,166.37
Smartball,PS,30.74
Snow White: Happily Ever After,PS,73.85
Soccer Shootout,PS,66.40
Soldiers of Fortune,PS,69.59
Sonic Blast Man,PS,116.24
Sonic Blast Man 2,PS,373.91
Soul Blazer,PS,275.06
Space Ace,PS,42.08
Space Football,PS,19.13
Space Invaders,PS,44.40
Space Megaforce,PS,348.48
Spanky's Quest,PS,74.69
Sparkster,PS,372.23
Spawn,PS,46.89
Spectre,PS,31.15
Speed Racer: My Most Dangerous Adv.,PS,63.41
Speedy Gonzales: Los Gatos Bandidos,PS,26.33
Spider-Man,PS,58.27
Spider-Man & Venom: Maximum Carnage [Grey],PS,109.95
Spider-Man & Venom: Maximum Carnage [QVC],PS,566.98
Spider-Man & Venom: Maximum Carnage [Red],PS,120.98
Spider-Man & Venom: Separation Anxiety,PS,126.74
Spider-Man & X-Men: Arcade's Revenge,PS,56.62
Spindizzy Worlds,PS,28.09
Sporting News Baseball,PS,27.18
Sports Illustrated Championship Football/Baseball,PS,10.88
Star Fox,PS,59.10
Star Fox Super Weekend Competition,PS,"2,099.99"
Star Fox [Not For Resale],PS,0.00
Star Trek Deep Space Nine: Crossroads of Time,PS,49.22
Star Trek: Starfleet Academy,PS,43.06
Star Trek: The Next Generation: Future's Past,PS,28.63
Stargate,PS,57.53
Steel Talons,PS,53.08
Sterling Sharpe's End 2 End,PS,19.25
Stone Protectors,PS,247.26
Street Combat,PS,30.16
Street Fighter Alpha 2,PS,155.36
Street Fighter II,PS,34.99
Street Fighter II Turbo,PS,72.07
Street Fighter II Turbo [Not For Resale],PS,0.00
Street Fighter II [30th Anniversary],PS,98.23
Street Fighter II [Not For Resale],PS,0.00
Street Hockey '95,PS,24.98
Street Racer,PS,50.76
Strike Gunner S.T.G,PS,117.73
Stunt Race FX,PS,26.14
Stunt Race FX [Not For Resale],PS,0.00
Sunset Riders,PS,302.06
Super Advantage Controller,PS,0.00
Super Adventure Island,PS,90.72
Super Adventure Island 2,PS,217.06
Super Alfred Chicken,PS,35.50
Super Aquatic Games,PS,27.35
Super Baseball 2020,PS,39.82
Super Baseball Simulator 1.000,PS,25.14
Super Bases Loaded,PS,17.55
Super Bases Loaded 2,PS,19.01
Super Bases Loaded 3: License to Steal,PS,33.05
Super Batter Up,PS,24.70
Super Battleship,PS,33.34
Super Battletank 2,PS,27.52
Super Battletank: War in the Gulf,PS,16.13
Super Black Bass,PS,26.52
Super Bomberman,PS,182.00
Super Bomberman 2,PS,94.91
Super Bomberman Party Pack,PS,235.70
Super Bonk,PS,167.85
Super Bowling,PS,41.86
Super Buster Brothers,PS,61.00
Super Caesar's Palace,PS,8.54
Super Castlevania IV,PS,133.63
Super Chase H.Q.,PS,70.07
Super Conflict,PS,31.11
Super Copa,PS,"1,495.75"
Super Copa [Playtronics],PS,269.00
Super Double Dragon,PS,127.36
Super Game Boy,PS,44.33
Super Ghouls 'n Ghosts,PS,96.13
Super Goal! 2,PS,52.75
Super Godzilla,PS,40.72
Super High Impact,PS,15.41
Super James Pond,PS,34.38
Super Mario All-Stars,PS,69.39
Super Mario All-Stars / Super Mario World,PS,0.00
Super Mario All-Stars [Player's Choice],PS,54.75
Super Mario Kart,PS,84.67
Super Mario Kart [Player's Choice],PS,62.08
Super Mario RPG: Legend of the Seven Stars,PS,206.66
Super Mario World,PS,419.26
Super Mario World 2: Yoshi's Island,PS,82.74
Super Mario World 2: Yoshi's Island [Not For Resale],PS,0.00
Super Mario World [Player's Choice],PS,213.05
Super Metroid,PS,145.75
Super Metroid [Not For Resale],PS,0.00
Super Metroid [Player's Choice],PS,120.58
Super NES [Control Deck],PS,117.74
Super NES [Control Deck] [Kirby Superstars],PS,190.56
Super NES [Control Deck] [Legend of Zelda],PS,327.45
Super NES [Control Deck] [Tetris Attack],PS,0.00
Super NES [Control Deck] [Yoshi's Island],PS,105.00
Super NES [Control Set],PS,131.30
Super NES [Control Set] [Home Run Bundle],PS,0.00
Super NES [Control Set] [Killer Instinct Bundle],PS,134.44
Super NES [Control Set] [Super Game Boy] [Walmart Exclusive],PS,0.00
Super NES [Control Set] [Super Metroid Bundle],PS,0.00
Super NES [Control Set] [Zelda Bundle],PS,241.46
Super NES [Donkey Kong Set],PS,256.85
Super NES [Killer Instinct Set],PS,311.53
Super NES [Mario Set],PS,208.46
Super NES [Super Game Boy Set],PS,0.00
Super NES [Super Set],PS,163.00
Super NES [Super Set] [Mario Paint],PS,133.22
Super NES [Super Set] [Super Mario All-Stars],PS,147.90
Super NES [Super Set] [Super Mario Kart Bundle],PS,75.00
Super Ninja Boy,PS,74.71
Super Nintendo Entertainment System: Classic Edition,PS,75.98
Super Nintendo Super NES Controller,PS,36.08
Super Noah's Ark 3-D,PS,177.06
Super Nova,PS,84.40
Super Off-Road,PS,38.95
Super Off-Road [Not For Resale],PS,0.00
Super Off-Road: The Baja,PS,22.12
Super Pinball: Behind the Mask,PS,16.67
Super Play Action Football,PS,14.33
Super Punch-Out!!,PS,102.10
Super Putty,PS,27.21
Super R-Type,PS,61.49
Super RBI Baseball,PS,24.80
Super Scope 6,PS,114.34
Super Scope 6 [Game Only],PS,0.00
Super Slap Shot,PS,15.85
Super Smash T.V.,PS,109.31
Super Soccer,PS,31.87
Super Soccer Champ,PS,39.92
Super Solitaire,PS,17.15
Super Star Wars,PS,37.72
Super Star Wars [Player's Choice],PS,36.86
Super Star Wars: Return of the Jedi,PS,39.46
Super Star Wars: The Empire Strikes Back,PS,46.21
Super Street Fighter II,PS,67.97
Super Strike Eagle,PS,20.38
Super Tennis,PS,20.74
Super Troll Islands,PS,34.78
Super Turrican,PS,141.30
Super Turrican 2,PS,432.60
Super Valis IV,PS,101.43
Super Widget,PS,63.69
Suzuka 8 Hours,PS,21.10
Syndicate,PS,240.16
T2: Terminator 2 Judgment Day,PS,50.09
T2: The Arcade Game,PS,41.01
TKO Super Championship Boxing,PS,55.89
TNN Bass Tournament of Champions,PS,21.20
Taz-Mania,PS,20.86
Tecmo Secret of the Stars,PS,111.75
Tecmo Super Baseball,PS,13.51
Tecmo Super Bowl,PS,35.38
Tecmo Super Bowl II: Special Edition,PS,137.26
Tecmo Super Bowl III: Final Edition,PS,56.61
Tecmo Super NBA Basketball,PS,20.14
Teenage Mutant Ninja Turtles IV: Turtles in Time,PS,251.32
Teenage Mutant Ninja Turtles IV: Turtles in Time [Not For Resale],PS,0.00
Teenage Mutant Ninja Turtles: Tournament Fighters,PS,108.57
Terminator,PS,69.03
Test Drive II: The Duel,PS,35.56
Tetris 2,PS,26.84
Tetris 2 [Player's Choice],PS,33.90
Tetris Attack,PS,36.19
Tetris Attack [Not For Resale],PS,0.00
Tetris/Dr. Mario,PS,52.24
Tetris/Dr. Mario [Player's Choice],PS,41.49
Thomas the Tank Engine & Friends,PS,37.78
Thunder Spirits,PS,72.34
The Tick,PS,55.93
Time Cop,PS,123.77
Time Trax,PS,49.96
Timeslip,PS,51.64
Timon and Pumbaa's Jungle Games,PS,24.30
Tin Star,PS,32.91
Tiny Toon Adventures: Buster Busts Loose!,PS,25.54
Tiny Toon Adventures: Wacky Sports Challenge,PS,68.77
Tom & Jerry,PS,26.26
Tommy Moe's Winter Extreme,PS,25.34
Tony Meola's Sidekicks Soccer,PS,18.65
Top Gear,PS,44.11
Top Gear 2,PS,53.01
Top Gear 3000,PS,84.96
Total Carnage,PS,48.52
Toy Story,PS,36.34
Toys,PS,19.74
Troddlers,PS,48.83
Troy Aikman NFL Football,PS,13.24
True Golf Classics: Pebble Beach,PS,10.37
True Golf Classics: Waialae Country Club,PS,14.93
True Lies,PS,101.22
Tuff E Nuff,PS,26.76
Turn & Burn: No Fly Zone,PS,28.89
Twisted Tales of Spike McFang,PS,263.47
UN Squadron,PS,84.06
Ultima VI: The False Prophet,PS,31.45
Ultima VII: The Black Gate,PS,119.24
Ultima: Runes of Virtue II,PS,63.00
Ultimate Fighter,PS,38.43
Ultimate Mortal Kombat 3,PS,138.49
Ultraman,PS,34.77
Uncharted Waters,PS,80.24
Uncharted Waters: New Horizons,PS,91.91
Uniracers,PS,51.82
Untouchables,PS,34.28
Urban Strike: The Sequel to Jungle Strike,PS,22.37
Utopia: The Creation of a Nation,PS,27.38
Vegas Stakes,PS,26.32
Vortex,PS,34.36
WCW Super Brawl Wrestling,PS,60.56
WWF Raw,PS,30.40
WWF Royal Rumble,PS,53.31
WWF Super Wrestlemania,PS,21.72
WWF Wrestlemania: The Arcade Game,PS,37.73
War 2410,PS,167.27
War 3010: The Revolution,PS,43.72
Wario's Woods,PS,44.60
Warlock,PS,32.09
WarpSpeed,PS,34.64
Wayne Gretzky and the NHLPA All-Stars,PS,12.04
Wayne's World,PS,31.87
We're Back!: A Dinosaur's Story,PS,29.56
WeaponLord,PS,52.58
Wheel of Fortune,PS,10.88
Wheel of Fortune: Deluxe Edition,PS,15.61
Where in Time Is Carmen Sandiego?,PS,36.83
Where in the World Is Carmen Sandiego?,PS,76.62
Whizz,PS,47.77
Wicked 18 Golf,PS,35.32
Wild Guns,PS,695.76
WildCATS: Covert Action Teams,PS,99.32
WildSnake,PS,20.98
Williams Arcade's Greatest Hits,PS,17.91
Wing Commander,PS,33.29
Wing Commander II: The Secret Missions,PS,43.46
Wings 2: Aces High,PS,26.60
Winter Olympics: Lillehammer '94,PS,13.61
The Wizard of Oz,PS,49.16
Wizardry V: Heart of the Maelstrom,PS,33.34
Wolfchild,PS,43.23
Wolfenstein 3D,PS,87.95
Wolverine: Adamantium Rage,PS,87.25
Wordtris,PS,16.68
World Cup USA '94,PS,26.62
World Heroes,PS,36.61
World Heroes 2,PS,63.52
World League Soccer,PS,13.51
World Soccer '94: Road to Glory,PS,100.06
X Band: Video Game Modem,PS,83.88
X-Kaliber 2097,PS,46.07
X-Men: Mutant Apocalypse,PS,67.47
X-Zone,PS,23.68
Xardion,PS,52.56
Yoshi's Cookie,PS,41.68
Yoshi's Safari,PS,50.88
Young Merlin,PS,39.61
Ys III: Wanderers From Ys,PS,68.41
Zero the Kamikaze Squirrel,PS,870.53
Zombies  Ate My Neighbors [Box Variant],PS,955.78
Zombies Ate My Neighbors,PS,138.06
Zool: Ninja of the Nth Dimension,PS,29.51
Zoop,PS,20.32
007: The World Is Not Enough,PS,36.51
007: The World Is Not Enough [Grey],PS,43.97
1080 Snowboarding,PS,39.60
1080 Snowboarding [Not For Resale],PS,0.00
1080 Snowboarding [Player's Choice],PS,34.58
Aero Fighters Assault,PS,34.61
AeroGauge,PS,40.90
Aidyn Chronicles: The First Mage,PS,55.80
Aidyn Chronicles: The First Mage [Grey],PS,199.99
All-Star Baseball 2000,PS,18.31
All-Star Baseball 2001,PS,27.49
All-Star Baseball 99,PS,12.31
All-Star Tennis '99,PS,48.68
Armorines: Project S.W.A.R.M.,PS,33.43
Army Men: Air Combat,PS,33.74
Army Men: Air Combat [Grey],PS,43.13
Army Men: Sarge's Heroes,PS,29.09
Army Men: Sarge's Heroes 2,PS,42.32
Army Men: Sarge's Heroes 2 [Grey],PS,35.67
Asteroids Hyper 64,PS,64.82
Automobili Lamborghini,PS,31.01
Banjo-Kazooie,PS,121.24
Banjo-Kazooie [Not For Resale],PS,0.00
Banjo-Kazooie [Player's Choice],PS,46.27
Banjo-Tooie,PS,118.70
Banjo-Tooie [Not For Resale],PS,0.00
Bass Hunter 64,PS,18.59
Bass Masters 2000,PS,27.42
Bass Masters 2000 [Grey],PS,119.65
Batman Beyond: Return Of The Joker,PS,69.26
BattleTanx,PS,43.94
BattleTanx: Global Assault,PS,43.43
Battlezone: Rise of the Black Dogs,PS,142.09
Beetle Adventure Racing!,PS,54.31
Big Mountain 2000,PS,106.59
Bio FREAKS,PS,22.95
Blast Corps.,PS,67.80
Blues Brothers 2000,PS,96.75
Body Harvest,PS,66.69
Bomberman 64,PS,80.93
Bomberman 64: The Second Attack,PS,608.61
Bomberman Hero,PS,78.43
Brunswick Circuit Pro Bowling,PS,68.29
Buck Bumble,PS,100.31
A Bug's Life,PS,25.95
Bust-A-Move '99,PS,77.86
Bust-A-Move 2: Arcade Edition,PS,41.10
California Speed,PS,33.68
Carmageddon 64,PS,160.27
Castlevania,PS,71.10
Castlevania: Legacy Of Darkness,PS,221.45
Chameleon Twist,PS,124.45
Chameleon Twist 2,PS,263.39
Charlie Blast's Territory,PS,113.65
Chef's Luv Shack: South Park,PS,47.20
Chopper Attack,PS,29.89
Clay Fighter 63 1/3,PS,108.68
Clay Fighter: Sculptor's Cut,PS,"2,282.76"
Command & Conquer,PS,24.51
Conker's Bad Fur Day,PS,218.10
Cruis'n Exotica,PS,102.17
Cruis'n USA,PS,55.96
Cruis'n USA [Player's Choice],PS,39.27
Cruis'n World,PS,45.98
CyberTiger,PS,48.99
Daikatana,PS,268.54
Dark Rift,PS,28.20
Deadly Arts,PS,89.91
Destruction Derby 64,PS,63.61
Diddy Kong Racing,PS,57.06
Diddy Kong Racing [Not For Resale],PS,0.00
Diddy Kong Racing [Player's Choice],PS,42.44
Disney's Tarzan,PS,61.07
Donald Duck: Goin' Quackers,PS,119.84
Donkey Kong 64,PS,96.93
Donkey Kong 64 [Not For Resale],PS,0.00
Donkey Kong 64 [Not For Resale][Grey],PS,0.00
Doom 64,PS,99.54
Dr. Mario 64,PS,73.57
Dual Heroes,PS,112.91
Duck Dodgers Starring Daffy Duck,PS,141.71
Duke Nukem 64,PS,69.22
Duke Nukem: Zero Hour,PS,43.88
ECW Hardcore Revolution,PS,34.28
Earthworm Jim 3D,PS,213.34
Elmo's Letter Adventure,PS,55.32
Elmo's Number Journey,PS,44.36
Excitebike 64,PS,44.89
Excitebike 64 [Not For Resale],PS,0.00
Extreme G,PS,35.71
Extreme G II,PS,41.08
F-1 Pole Position 64,PS,24.37
