Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Price,2600,Gen,N64,NES,PS,SAT,SCD,SNES,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Price_bin_custom_range,Price_bin_custom_label
2000,50000,30000,0,10000,90000,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1999,40000,30000,0,0,70000,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,20000,10000,0,0,30000,32,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,2360000,2100000,20000,250000,4730000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,40000,30000,0,0,80000,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1998,770000,540000,0,70000,1380000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1997,340000,230000,0,40000,610000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,140000,90000,0,20000,250000,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1997,90000,60000,110000,20000,270000,28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,20000,10000,0,0,40000,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1999,60000,40000,0,10000,110000,41,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,270000,180000,0,30000,480000,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1994,110000,80000,170000,30000,380000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,180000,120000,0,20000,320000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,30000,20000,70000,10000,120000,127,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1995,20000,10000,100000,10000,140000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1999,80000,50000,0,10000,140000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0, 10]",1
2000,150000,100000,0,20000,270000,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,140000,100000,0,20000,250000,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,30000,20000,0,0,50000,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,180000,120000,0,20000,320000,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,140000,90000,0,20000,250000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,60000,40000,0,10000,110000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,220000,1470000,40000,140000,1870000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,80000,60000,0,10000,150000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,90000,60000,0,10000,160000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1996,90000,60000,0,10000,160000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,190000,130000,0,20000,340000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,40000,30000,0,0,70000,23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,30000,20000,0,0,50000,38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,400000,270000,0,50000,720000,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,100000,70000,0,10000,180000,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,60000,40000,0,10000,110000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,50000,40000,70000,10000,170000,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,730000,500000,0,90000,1320000,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,310000,210000,0,40000,550000,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,150000,100000,0,20000,270000,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1999,450000,300000,0,50000,800000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(10, 20]",2
2001,290000,200000,0,30000,520000,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
2000,1620000,770000,2780000,140000,5300000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(10, 20]",2
1997,930000,120000,1340000,60000,2450000,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1997,3010000,2470000,3280000,960000,9720000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1999,2280000,1720000,3630000,230000,7860000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(10, 20]",2
1999,160000,110000,0,20000,290000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2001,480000,330000,0,60000,860000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,180000,120000,420000,50000,760000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,60000,40000,230000,20000,360000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,130000,90000,0,20000,240000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1997,80000,50000,0,10000,140000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,80000,50000,0,10000,140000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1997,3790000,270000,0,110000,4160000,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,800000,540000,0,90000,1430000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,100000,70000,310000,30000,520000,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1997,160000,110000,0,20000,300000,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1997,130000,90000,0,20000,240000,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,30000,20000,0,0,60000,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2000,130000,90000,0,20000,240000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,80000,60000,0,10000,150000,38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,0,0,180000,10000,190000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2000,260000,180000,0,30000,470000,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,490000,330000,0,60000,870000,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1999,300000,200000,0,30000,530000,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1998,320000,220000,0,40000,580000,33,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1997,60000,40000,0,10000,100000,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(80, 140]",5
1999,90000,60000,0,10000,170000,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1996,10000,0,90000,10000,110000,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1997,4019999,3870000,2540000,520000,10950000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,3880000,3420000,1690000,500000,9490000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,20000,20000,0,0,40000,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,790000,1350000,40000,140000,2320000,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,1130000,2069999,0,220000,3420000,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,140000,90000,0,20000,250000,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,20000,10000,0,0,30000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,240000,170000,0,30000,440000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,230000,160000,0,30000,410000,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,70000,50000,0,10000,120000,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(20, 40]",3
1998,30000,20000,70000,10000,140000,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,130000,90000,0,20000,230000,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,150000,100000,0,20000,270000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0, 10]",1
2000,120000,80000,0,10000,210000,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1996,70000,40000,0,10000,120000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2002,750000,1090000,20000,120000,1980000,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2001,1370000,2000000,140000,220000,3730000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,110000,70000,120000,20000,320000,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1998,180000,120000,0,20000,320000,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1997,20000,10000,0,0,40000,99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1995,30000,20000,0,0,50000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2000,10000,10000,0,0,20000,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
2001,30000,20000,0,0,50000,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1997,290000,200000,2130000,180000,2790000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,250000,120000,1480000,30000,1880000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,590000,400000,0,70000,1070000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,260000,170000,0,30000,460000,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,0,0,710000,50000,760000,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
1996,30000,20000,0,0,60000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
2000,20000,10000,0,0,30000,37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,40000,30000,0,10000,80000,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,250000,170000,0,30000,440000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
2001,30000,20000,0,0,50000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0, 10]",1
1997,130000,70000,1000000,20000,1220000,55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1996,80000,50000,350000,30000,510000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,60000,40000,0,10000,110000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,30000,20000,0,0,60000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2002,0,0,100000,10000,110000,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,10000,10000,0,0,20000,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(10, 20]",2
1998,10000,10000,0,0,20000,26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,120000,80000,0,10000,220000,70,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,390000,270000,0,50000,710000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,160000,110000,0,20000,290000,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,400000,270000,0,50000,710000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,910000,100000,0,30000,1040000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,130000,90000,0,10000,230000,48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1996,1330000,400000,30000,70000,1830000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1997,1410000,420000,30000,70000,1940000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1999,410000,280000,0,50000,740000,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1995,30000,20000,0,0,50000,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1997,30000,20000,0,0,50000,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1995,50000,30000,210000,20000,300000,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1994,60000,40000,0,10000,110000,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1999,10000,10000,0,0,10000,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,40000,30000,160000,20000,240000,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2001,170000,120000,0,20000,310000,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1998,30000,20000,220000,20000,290000,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
1998,50000,30000,120000,10000,220000,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(40, 80]",4
1997,10000,10000,0,0,20000,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1994,80000,60000,210000,20000,370000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1999,30000,20000,0,0,60000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1996,30000,20000,0,0,60000,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1995,90000,60000,0,10000,160000,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,80000,60000,110000,20000,260000,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1997,1070000,390000,0,60000,1520000,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,1020000,340000,0,50000,1410000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,230000,150000,0,30000,410000,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,20000,10000,0,0,40000,33,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1995,40000,30000,0,0,80000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(10, 20]",2
2000,70000,50000,0,10000,130000,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2001,100000,70000,0,10000,180000,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,200000,140000,0,20000,360000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,60000,40000,0,10000,100000,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(10, 20]",2
1998,370000,250000,0,40000,660000,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1999,180000,130000,730000,70000,1110000,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1996,20000,10000,0,0,30000,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
2000,160000,110000,0,20000,290000,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1998,130000,90000,0,20000,240000,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
1999,190000,130000,0,20000,350000,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1998,270000,180000,60000,40000,550000,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
2001,20000,10000,0,0,30000,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,110000,80000,0,10000,200000,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1999,520000,350000,0,60000,940000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,490000,340000,0,60000,890000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,240000,160000,0,30000,430000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,480000,320000,0,60000,860000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,160000,110000,0,20000,290000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1999,260000,180000,0,30000,470000,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,70000,50000,0,10000,120000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,40000,30000,0,0,70000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,1680000,40000,0,40000,1750000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2000,1580000,50000,0,40000,1670000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
2001,780000,530000,0,90000,1390000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,730000,500000,0,90000,1320000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,1290000,30000,0,30000,1350000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1998,1660000,40000,0,40000,1740000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1995,30000,20000,0,0,50000,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
2001,60000,40000,0,10000,110000,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1997,190000,130000,0,20000,340000,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,140000,100000,0,20000,260000,123,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
2001,80000,50000,0,10000,140000,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,360000,240000,0,40000,650000,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,80000,50000,0,10000,140000,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,60000,40000,0,10000,110000,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1997,20000,10000,0,0,30000,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(20, 40]",3
2001,300000,200000,0,40000,540000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1997,60000,40000,0,10000,110000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,1440000,1090000,0,140000,2670000,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
2000,540000,370000,0,60000,970000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,460000,310000,0,50000,830000,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1999,210000,140000,0,20000,380000,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,390000,260000,120000,50000,830000,59,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
2000,170000,120000,100000,30000,420000,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1996,450000,300000,220000,70000,1040000,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,300000,210000,200000,50000,750000,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(10, 20]",2
2001,140000,100000,160000,30000,420000,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,30000,20000,0,0,60000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(10, 20]",2
1998,3180000,1830000,780000,240000,6030000,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,660000,450000,0,80000,1180000,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2001,50000,30000,0,10000,90000,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1997,60000,40000,0,10000,100000,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,250000,170000,0,30000,450000,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1999,290000,200000,0,30000,520000,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
2000,70000,40000,0,10000,120000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1998,40000,30000,0,0,80000,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,1180000,270000,0,50000,1510000,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0, 10]",1
1997,120000,80000,740000,70000,1010000,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1998,190000,130000,660000,70000,1050000,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
2000,40000,30000,0,0,70000,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
2000,20000,10000,0,0,30000,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2001,310000,210000,0,40000,560000,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1998,810000,550000,0,100000,1460000,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1996,1980000,700000,0,110000,2790000,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
