Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Price,2600,Gen,N64,NES,PS,SAT,SCD,SNES,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Price_bin_custom_range,Price_bin_custom_label
1999,510000,180000,0,10000,710000,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,80000,20000,0,0,100000,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,150000,40000,0,0,190000,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,810000,40000,0,10000,860000,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,580000,20000,0,0,610000,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2000,600000,30000,0,10000,640000,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2001,410000,20000,0,0,430000,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,840000,50000,0,10000,900000,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1997,130000,20000,50000,0,200000,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1998,750000,30000,0,10000,790000,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,620000,180000,650000,20000,1470000,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1996,5550000,1940000,2230000,150000,9870000,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(80, 140]",5
1998,1250000,530000,870000,50000,2700000,109,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(80, 140]",5
1999,1280000,140000,1080000,10000,2500000,100,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(80, 140]",5
2000,780000,400000,1060000,70000,2320000,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
2000,60000,10000,0,0,70000,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
2000,370000,80000,140000,10000,600000,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1999,110000,30000,0,0,140000,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
2000,190000,50000,0,0,240000,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,80000,20000,0,0,100000,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1997,250000,60000,70000,60000,430000,112,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1997,740000,380000,20000,30000,1170000,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,30000,10000,0,0,40000,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1999,170000,40000,0,0,210000,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,240000,60000,0,0,300000,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,550000,170000,0,10000,730000,54,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1996,720000,220000,0,20000,960000,66,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,490000,30000,0,0,530000,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,940000,40000,0,10000,980000,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(10, 20]",2
1999,200000,50000,0,0,250000,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1997,250000,20000,0,0,270000,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,40000,0,0,0,40000,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,120000,10000,0,0,130000,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1998,250000,20000,0,0,270000,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,420000,20000,0,0,440000,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,450000,20000,0,0,470000,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,230000,20000,0,0,250000,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1998,1020000,40000,0,10000,1060000,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,550000,20000,0,0,580000,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
2000,340000,70000,0,0,420000,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,370000,30000,0,0,400000,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1997,1010000,50000,0,10000,1060000,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,590000,20000,0,0,620000,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,380000,10000,0,0,390000,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,50000,0,0,0,50000,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1998,300000,20000,0,0,320000,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,70000,10000,0,0,80000,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1997,150000,40000,130000,0,320000,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,1240000,170000,30000,10000,1450000,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,210000,50000,0,0,260000,78,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,90000,20000,0,0,110000,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1998,270000,60000,0,0,340000,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,50000,10000,0,0,60000,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
2000,10000,0,0,0,10000,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
1999,190000,50000,0,0,240000,57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,50000,10000,0,0,60000,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
2000,1550000,750000,160000,60000,2520000,61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1996,560000,240000,300000,20000,1120000,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
2000,360000,80000,0,10000,450000,93,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(80, 140]",5
2000,50000,10000,0,0,60000,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1998,150000,40000,0,0,190000,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1999,240000,60000,0,0,300000,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1998,380000,80000,0,10000,470000,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1999,30000,10000,0,0,40000,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1999,180000,40000,0,0,220000,84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1998,360000,80000,0,10000,450000,70,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,400000,220000,0,20000,640000,96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1999,140000,40000,0,0,180000,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1999,470000,110000,0,10000,590000,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
2000,190000,50000,0,0,240000,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,190000,50000,0,0,240000,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(80, 140]",5
1998,70000,20000,0,0,90000,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
2000,400000,90000,0,10000,500000,34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,410000,90000,0,10000,510000,34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,350000,60000,0,0,420000,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,50000,10000,0,0,60000,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
2000,160000,40000,0,0,200000,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1997,630000,110000,0,10000,750000,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1999,180000,80000,0,10000,270000,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,900000,230000,0,20000,1140000,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
2000,160000,40000,0,0,200000,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1999,130000,30000,0,0,160000,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
2000,430000,90000,0,10000,530000,74,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1997,2780000,580000,640000,40000,4030000,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1999,2310000,620000,140000,40000,3120000,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
2000,210000,50000,0,0,260000,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40, 80]",4
1998,1600000,460000,80000,30000,2170000,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1996,2000000,500000,120000,30000,2650000,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,20000,10000,0,0,30000,139,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1996,6910000,2850000,1910000,230000,11890000,106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1999,230000,60000,0,0,290000,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1997,290000,60000,0,0,360000,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
2000,160000,40000,0,0,200000,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1999,480000,150000,0,10000,640000,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1999,90000,20000,0,0,110000,56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
2000,1680000,400000,0,30000,2110000,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
2001,590000,160000,0,10000,760000,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
2002,60000,20000,0,0,80000,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
1999,50000,10000,0,0,60000,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1998,230000,60000,0,0,290000,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1997,320000,70000,0,0,400000,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1999,90000,20000,0,0,110000,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1999,710000,200000,0,10000,930000,95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1999,270000,10000,0,0,280000,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1997,1370000,410000,40000,40000,1860000,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
2000,120000,50000,0,0,170000,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1997,0,0,50000,0,50000,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1999,300000,60000,0,0,370000,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1998,160000,40000,0,0,200000,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1998,70000,20000,0,0,90000,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,250000,60000,0,0,310000,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
2000,90000,20000,0,0,110000,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1998,50000,10000,0,0,60000,44,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,80000,20000,0,0,100000,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,630000,150000,0,10000,790000,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1998,170000,40000,0,0,210000,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,1370000,280000,30000,20000,1690000,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1998,1940000,390000,30000,20000,2380000,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,570000,130000,0,10000,710000,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
2000,1200000,270000,20000,20000,1500000,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1998,1080000,240000,0,20000,1330000,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1999,1200000,250000,20000,20000,1480000,40,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1997,230000,60000,0,0,290000,37,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1996,1980000,580000,340000,40000,2940000,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1996,490000,30000,0,0,530000,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1997,230000,20000,0,0,250000,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1998,60000,20000,0,0,80000,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1997,200000,50000,0,0,250000,42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(40, 80]",4
1999,170000,40000,0,0,210000,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1998,280000,140000,0,10000,430000,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1998,140000,400000,0,40000,580000,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1999,140000,30000,0,0,170000,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1997,1290000,530000,980000,50000,2850000,93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1985,650000,140000,210000,0,1000000,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1986,0,0,1050000,0,1050000,38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1989,60000,0,0,0,60000,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1985,390000,90000,430000,10000,920000,139,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1983,730000,100000,2350000,20000,3200000,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1985,180000,0,850000,0,1030000,68,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1987,450000,60000,420000,0,930000,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1986,710000,160000,250000,30000,1140000,45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1988,590000,140000,810000,20000,1560000,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1990,2620000,600000,1520000,100000,4850000,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1986,490000,0,520000,1510000,2520000,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(40, 80]",4
1987,150000,0,2410000,0,2560000,138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1984,26930000,630000,280000,470000,28310000,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(80, 140]",5
1984,2040000,480000,1570000,70000,4160000,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(40, 80]",4
1987,320000,0,520000,0,840000,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(80, 140]",5
1986,740000,260000,610000,30000,1640000,56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1984,1220000,280000,2460000,40000,4010000,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1986,270000,80000,1000000,10000,1360000,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1985,730000,160000,400000,30000,1320000,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1984,680000,160000,410000,20000,1270000,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(40, 80]",4
1985,460000,100000,920000,20000,1500000,112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1988,1270000,320000,780000,50000,2420000,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1993,250000,100000,0,10000,360000,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1986,530000,120000,1090000,20000,1760000,78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1993,790000,140000,800000,20000,1750000,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1985,1640000,380000,1420000,60000,3500000,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1984,0,0,1100000,0,1100000,61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(40, 80]",4
1990,680000,100000,390000,0,1170000,99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1991,510000,90000,320000,10000,930000,107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1986,1330000,310000,1040000,50000,2730000,109,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1987,2029999,470000,450000,70000,3020000,133,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1991,410000,100000,470000,20000,1000000,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1990,280000,500000,650000,50000,1480000,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(20, 40]",3
1984,800000,190000,830000,30000,1850000,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(20, 40]",3
1983,510000,120000,450000,20000,1100000,56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1987,770000,180000,1420000,30000,2400000,64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1988,1470000,380000,190000,100000,2140000,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1986,1130000,370000,410000,50000,1960000,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(20, 40]",3
1985,180000,230000,1530000,20000,1960000,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
1986,320000,60000,570000,10000,960000,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(20, 40]",3
1985,29080000,3580000,6810000,770000,40240000,112,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1988,5390000,1180000,700000,190000,7460000,71,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(40, 80]",4
1988,9540000,3440000,3840000,460000,17280000,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1989,3380000,440000,310000,40000,4170000,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(40, 80]",4
1990,1740000,250000,210000,30000,2230000,82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
1984,480000,110000,1560000,20000,2170000,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40, 80]",4
1988,2970000,690000,1810000,110000,5580000,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1993,620000,130000,210000,20000,980000,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(10, 20]",2
1986,1920000,450000,640000,70000,3080000,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(80, 140]",5
1985,0,0,510000,0,510000,98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(80, 140]",5
1991,700000,130000,910000,10000,1750000,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1992,410000,60000,630000,20000,1120000,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(20, 40]",3
1987,2190000,500000,1610000,80000,4380000,93,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(80, 140]",5
2000,300000,200000,0,30000,530000,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
2000,510000,350000,0,60000,920000,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(10, 20]",2
1999,1720000,1330000,0,160000,3210000,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0, 10]",1
1996,1150000,200000,0,50000,1400000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(0, 10]",1
1996,20000,10000,0,0,30000,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(10, 20]",2
1999,500000,340000,0,60000,900000,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
1999,170000,120000,0,20000,310000,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(20, 40]",3
1998,1960000,720000,0,110000,2790000,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0, 10]",1
1995,20000,10000,40000,10000,80000,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
2000,580000,390000,0,70000,1040000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(0, 10]",1
1997,160000,110000,560000,60000,890000,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
1999,220000,150000,400000,50000,830000,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(20, 40]",3
2000,640000,430000,0,70000,1140000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0, 10]",1
