Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median
ATV QUAD POWER RACING,PS,2000,Racing,Acclaim Entertainment,580000.0,390000.0,,70000.0,1040000,PS,ATV QUAD POWER RACING,1.7,False,False
ACE COMBAT 2,PS,1997,Simulation,Sony Computer Entertainment,160000.0,110000.0,560000.0,60000.0,890000,PS,ACE COMBAT 2,23.16,False,False
ACE COMBAT 3 ELECTROSPHERE,PS,1999,Simulation,Sony Computer Entertainment,220000.0,150000.0,400000.0,50000.0,830000,PS,ACE COMBAT 3 ELECTROSPHERE,25.51,False,False
ACTION BASS,PS,2000,Action,Take-Two Interactive,640000.0,430000.0,,70000.0,1140000,PS,ACTION BASS,3.67,False,False
ADIDAS POWER SOCCER,PS,1996,Sports,Psygnosis,20000.0,10000.0,,,40000,PS,ADIDAS POWER SOCCER,11.94,False,False
ADIDAS POWER SOCCER 98,PS,1998,Sports,Psygnosis,10000.0,10000.0,,,20000,PS,ADIDAS POWER SOCCER 98,13.27,False,False
AGILE WARRIOR F111X,PS,1995,Simulation,Virgin Interactive,80000.0,50000.0,,10000.0,140000,PS,AGILE WARRIOR F111X,5.7,False,False
AIR COMBAT,PS,1995,Simulation,Sony Computer Entertainment,920000.0,330000.0,520000.0,50000.0,1830000,PS,AIR COMBAT,32.08,False,True
AKUJI THE HEARTLESS,PS,1998,Platform,Eidos Interactive,70000.0,40000.0,,10000.0,120000,PS,AKUJI THE HEARTLESS,15.9,False,False
ALEXI LALAS INTERNATIONAL SOCCER,PS,1998,Sports,Take-Two Interactive,40000.0,30000.0,,,70000,PS,ALEXI LALAS INTERNATIONAL SOCCER,4.97,False,False
ALIEN RESURRECTION,PS,2000,Shooter,Fox Interactive,90000.0,60000.0,,10000.0,160000,PS,ALIEN RESURRECTION,31.75,False,True
ALIEN TRILOGY,PS,1996,Shooter,Acclaim Entertainment,240000.0,160000.0,40000.0,30000.0,470000,PS,ALIEN TRILOGY,70.44,True,True
ALLIED GENERAL,PS,1996,Strategy,SSI,110000.0,70000.0,,10000.0,190000,PS,ALLIED GENERAL,16.18,False,False
ALUNDRA,PS,1997,Role-Playing,Psygnosis,130000.0,90000.0,,10000.0,230000,PS,ALUNDRA,108.2,True,True
ALUNDRA 2 A NEW LEGEND BEGINS,PS,1999,Role-Playing,Activision,150000.0,100000.0,,20000.0,270000,PS,ALUNDRA 2 A NEW LEGEND BEGINS,40.66,True,True
ANDRETTI RACING,PS,1996,Racing,Electronic Arts,430000.0,290000.0,,50000.0,770000,PS,ANDRETTI RACING,3.53,False,False
ANIMANIACS TEN PIN ALLEY,PS,1998,Sports,ASC Games,360000.0,250000.0,,40000.0,660000,PS,ANIMANIACS TEN PIN ALLEY,8.15,False,False
ANIMORPHS SHATTERED REALITY,PS,2000,Action,Infogrames,30000.0,20000.0,,,60000,PS,ANIMORPHS SHATTERED REALITY,12.36,False,False
APE ESCAPE,PS,1999,Platform,Sony Computer Entertainment,710000.0,480000.0,320000.0,110000.0,1630000,PS,APE ESCAPE,21.35,False,False
APOCALYPSE,PS,1998,Action,Activision,250000.0,170000.0,,30000.0,450000,PS,APOCALYPSE,15.92,False,False
AQUANAUTS HOLIDAY,PS,1995,Adventure,Sony Computer Entertainment,10000.0,10000.0,,,20000,PS,AQUANAUTS HOLIDAY,18.4,False,False
ARCADE PARTY PAK,PS,1999,Misc,Midway Games,60000.0,40000.0,,10000.0,110000,PS,ARCADE PARTY PAK,4.13,False,False
AREA 51,PS,1996,Shooter,GT Interactive,400000.0,270000.0,,50000.0,720000,PS,AREA 51,16.86,False,False
ARMORED CORE,PS,1997,Simulation,Sony Computer Entertainment,130000.0,90000.0,160000.0,30000.0,410000,PS,ARMORED CORE,31.9,False,True
ARMORED CORE MASTER OF ARENA,PS,1999,Simulation,From Software,70000.0,50000.0,130000.0,20000.0,260000,PS,ARMORED CORE MASTER OF ARENA,23.43,False,False
ARMORED CORE PROJECT PHANTASMA,PS,1997,Simulation,From Software,60000.0,40000.0,150000.0,20000.0,280000,PS,ARMORED CORE PROJECT PHANTASMA,35.51,False,True
ARMORINES PROJECT SWARM,PS,2000,Shooter,Acclaim Entertainment,50000.0,30000.0,,10000.0,80000,PS,ARMORINES PROJECT SWARM,7.97,False,False
ARMY MEN 3D,PS,1999,Action,3DO,1100000.0,140000.0,,40000.0,1280000,PS,ARMY MEN 3D,8.86,False,False
ARMY MEN WORLD WAR FINAL FRONT,PS,2001,Action,3DO,240000.0,170000.0,,30000.0,440000,PS,ARMY MEN WORLD WAR FINAL FRONT,13.36,False,False
ARMY MEN WORLD WAR TEAM ASSAULT,PS,2001,Action,3DO,60000.0,40000.0,,10000.0,100000,PS,ARMY MEN WORLD WAR TEAM ASSAULT,10.19,False,False
ARMY MEN AIR ATTACK,PS,1999,Action,3DO,470000.0,320000.0,,60000.0,850000,PS,ARMY MEN AIR ATTACK,4.06,False,False
ARMY MEN AIR ATTACK 2,PS,2000,Action,3DO,170000.0,110000.0,,20000.0,300000,PS,ARMY MEN AIR ATTACK 2,3.7,False,False
ARMY MEN GREEN ROGUE,PS,2001,Action,3DO,40000.0,20000.0,,,70000,PS,ARMY MEN GREEN ROGUE,8.7,False,False
ARMY MEN SARGES HEROES,PS,1999,Action,3DO,310000.0,210000.0,,40000.0,560000,PS,ARMY MEN SARGES HEROES,10.09,False,False
ARMY MEN SARGES HEROES 2,PS,2000,Shooter,3DO,140000.0,90000.0,,20000.0,240000,PS,ARMY MEN SARGES HEROES 2,8.22,False,False
ARTHUR READY TO RACE,PS,2000,Racing,The Learning Company,30000.0,20000.0,,,50000,PS,ARTHUR READY TO RACE,7.78,False,False
ASSAULT RIGS,PS,1996,Action,Electronic Arts Victor,20000.0,20000.0,,,40000,PS,ASSAULT RIGS,27.79,False,True
ASSAULT RETRIBUTION,PS,1998,Action,Telstar,70000.0,50000.0,,10000.0,130000,PS,ASSAULT RETRIBUTION,19.66,False,False
ASTEROIDS,PS,1998,Shooter,Success,640000.0,430000.0,,70000.0,1150000,PS,ASTEROIDS,3.04,False,False
ATARI ANNIVERSARY EDITION REDUX,PS,2000,Misc,Infogrames,100000.0,70000.0,,10000.0,180000,PS,ATARI ANNIVERSARY EDITION REDUX,7.1,False,False
AUTO DESTRUCT,PS,1998,Action,Electronic Arts,40000.0,30000.0,,10000.0,80000,PS,AUTO DESTRUCT,20.63,False,False
AZURE DREAMS,PS,1997,Role-Playing,Konami Digital Entertainment,70000.0,50000.0,,10000.0,130000,PS,AZURE DREAMS,94.11,True,True
BACKSTREET BILLIARDS,PS,1998,Misc,ASCII Entertainment,190000.0,130000.0,,20000.0,340000,PS,BACKSTREET BILLIARDS,7.16,False,False
BACKYARD SOCCER,PS,2001,Sports,Infogrames,70000.0,50000.0,,10000.0,130000,PS,BACKYARD SOCCER,7.67,False,False
BALL BREAKERS,PS,2000,Action,Take-Two Interactive,100000.0,70000.0,,10000.0,180000,PS,BALL BREAKERS,7.23,False,False
BALLBLAZER CHAMPIONS,PS,1997,Sports,CTO SpA,10000.0,10000.0,,,20000,PS,BALLBLAZER CHAMPIONS,6.07,False,False
BALLISTIC,PS,1999,Puzzle,Atari,20000.0,10000.0,,,40000,PS,BALLISTIC,10.51,False,False
BARBIE EXPLORER,PS,2001,Platform,Unknown,80000.0,50000.0,,10000.0,140000,PS,BARBIE EXPLORER,17.28,False,False
BARBIE SUPER SPORTS,PS,1999,Sports,Mattel Interactive,120000.0,80000.0,,10000.0,220000,PS,BARBIE SUPER SPORTS,6.67,False,False
BASES LOADED 96 DOUBLE HEADER,PS,1995,Sports,Jaleco,280000.0,190000.0,,30000.0,500000,PS,BASES LOADED 96 DOUBLE HEADER,13.79,False,False
BASS LANDING,PS,1999,Sports,ASCII Entertainment,210000.0,140000.0,230000.0,40000.0,620000,PS,BASS LANDING,9.2,False,False
BASS RISE,PS,1999,Sports,Namco Bandai Games,30000.0,20000.0,,,50000,PS,BASS RISE,8.48,False,False
BATMAN  ROBIN,PS,1998,Action,Acclaim Entertainment,60000.0,40000.0,,10000.0,110000,PS,BATMAN  ROBIN,25.31,False,False
BATMAN BEYOND RETURN OF THE JOKER,PS,2000,Action,Ubisoft,90000.0,60000.0,,10000.0,170000,PS,BATMAN BEYOND RETURN OF THE JOKER,22.25,False,False
BATMAN GOTHAM CITY RACER,PS,2001,Racing,Ubisoft,30000.0,20000.0,,,50000,PS,BATMAN GOTHAM CITY RACER,19.72,False,False
BATTLE ARENA TOSHINDEN,PS,1994,Fighting,Sony Computer Entertainment,390000.0,260000.0,530000.0,80000.0,1270000,PS,BATTLE ARENA TOSHINDEN,13.27,False,False
BATTLE ARENA TOSHINDEN 2,PS,1995,Fighting,Sony Computer Entertainment,150000.0,100000.0,410000.0,50000.0,710000,PS,BATTLE ARENA TOSHINDEN 2,18.99,False,False
BATTLE ARENA TOSHINDEN 3,PS,1996,Fighting,Sony Computer Entertainment,60000.0,40000.0,140000.0,20000.0,270000,PS,BATTLE ARENA TOSHINDEN 3,15.52,False,False
BATTLE HUNTER,PS,1999,Strategy,Midas Interactive Entertainment,20000.0,10000.0,,,40000,PS,BATTLE HUNTER,18.77,False,False
BATTLE STATIONS,PS,1997,Strategy,Electronic Arts,430000.0,290000.0,,50000.0,780000,PS,BATTLE STATIONS,4.49,False,False
BEYOND THE BEYOND,PS,1995,Role-Playing,Sony Computer Entertainment,110000.0,80000.0,350000.0,40000.0,570000,PS,BEYOND THE BEYOND,41.66,True,True
BIG AIR,PS,1999,Sports,Accolade,100000.0,70000.0,,10000.0,190000,PS,BIG AIR,7.72,False,False
BIG BASS FISHING,PS,2002,Action,Take-Two Interactive,,,20000.0,,20000,PS,BIG BASS FISHING,2.52,False,False
BIG BASS WORLD CHAMPIONSHIP,PS,1997,Sports,Starfish,200000.0,140000.0,,20000.0,360000,PS,BIG BASS WORLD CHAMPIONSHIP,7.28,False,False
BIG STRIKE BOWLING,PS,2003,Sports,Gotham Games,230000.0,160000.0,,30000.0,420000,PS,BIG STRIKE BOWLING,1.62,False,False
BIO FREAKS,PS,1998,Action,GT Interactive,70000.0,50000.0,,10000.0,130000,PS,BIO FREAKS,10.67,False,False
BLACK BASS WITH BLUE MARLIN,PS,1999,Sports,Starfish,60000.0,40000.0,,10000.0,110000,PS,BLACK BASS WITH BLUE MARLIN,10.51,False,False
BLACK DAWN,PS,1996,Simulation,Virgin Interactive,70000.0,50000.0,,10000.0,130000,PS,BLACK DAWN,5.43,False,False
BLAST CHAMBER,PS,1996,Shooter,Activision,50000.0,40000.0,,10000.0,100000,PS,BLAST CHAMBER,14.58,False,False
BLAST LACROSSE,PS,2001,Sports,Acclaim Entertainment,30000.0,20000.0,,,60000,PS,BLAST LACROSSE,10.15,False,False
BLAST RADIUS,PS,1998,Action,Psygnosis,40000.0,30000.0,,,70000,PS,BLAST RADIUS,10.25,False,False
BLASTER MASTER BLASTING AGAIN,PS,2000,Shooter,Sunsoft,140000.0,100000.0,,20000.0,250000,PS,BLASTER MASTER BLASTING AGAIN,11.85,False,False
BLASTO,PS,1998,Action,Sony Computer Entertainment,200000.0,130000.0,,20000.0,350000,PS,BLASTO,25.54,False,False
BLAZING DRAGONS,PS,1996,Adventure,Crystal Dynamics,80000.0,60000.0,,10000.0,150000,PS,BLAZING DRAGONS,19.57,False,False
BLOOD OMEN LEGACY OF KAIN,PS,1996,Role-Playing,Crystal Dynamics,250000.0,170000.0,,30000.0,440000,PS,BLOOD OMEN LEGACY OF KAIN,31.26,False,True
BLOODY ROAR,PS,1997,Fighting,Virgin Interactive,220000.0,150000.0,,30000.0,390000,PS,BLOODY ROAR,35.43,False,True
BLUES CLUES BLUES BIG MUSICAL,PS,2001,Misc,THQ,280000.0,190000.0,,30000.0,500000,PS,BLUES CLUES BLUES BIG MUSICAL,5.74,False,False
BOB THE BUILDER CAN WE FIX IT,PS,2000,Action,THQ,310000.0,210000.0,,40000.0,570000,PS,BOB THE BUILDER CAN WE FIX IT,9.63,False,False
BOGEY DEAD 6,PS,1996,Simulation,Sony Computer Entertainment,50000.0,40000.0,,10000.0,90000,PS,BOGEY DEAD 6,8.44,False,False
BOMBERMAN FANTASY RACE,PS,1998,Racing,Virgin Interactive,10000.0,10000.0,,,20000,PS,BOMBERMAN FANTASY RACE,54.77,True,True
BOMBERMAN PARTY EDITION,PS,1998,Puzzle,Virgin Interactive,70000.0,50000.0,,10000.0,120000,PS,BOMBERMAN PARTY EDITION,11.59,False,False
BOMBERMAN WORLD,PS,1998,Puzzle,Sony Computer Entertainment,60000.0,40000.0,220000.0,20000.0,330000,PS,BOMBERMAN WORLD,23.59,False,False
BOOMBOTS,PS,1999,Fighting,SouthPeak Games,60000.0,40000.0,,10000.0,110000,PS,BOOMBOTS,19.23,False,False
BOTTOM OF THE 9TH,PS,1996,Sports,Konami Digital Entertainment,80000.0,50000.0,,10000.0,140000,PS,BOTTOM OF THE 9TH,7.87,False,False
BOTTOM OF THE 9TH 97,PS,1997,Sports,Konami Digital Entertainment,10000.0,10000.0,,,20000,PS,BOTTOM OF THE 9TH 97,6.27,False,False
BOTTOM OF THE 9TH 99,PS,1998,Sports,Konami Digital Entertainment,30000.0,20000.0,,,50000,PS,BOTTOM OF THE 9TH 99,3.68,False,False
BOXING,PS,2000,Fighting,Midas Interactive Entertainment,40000.0,30000.0,,,70000,PS,BOXING,4.22,False,False
BRAIN DEAD 13,PS,1996,Adventure,Coconuts Japan,10000.0,10000.0,,,20000,PS,BRAIN DEAD 13,107.54,True,True
BRAVE FENCER MUSASHI,PS,1998,Role-Playing,SquareSoft,250000.0,170000.0,650000.0,70000.0,1140000,PS,BRAVE FENCER MUSASHI,74.82,True,True
BRAVO AIR RACE,PS,1997,Racing,THQ,80000.0,50000.0,,10000.0,140000,PS,BRAVO AIR RACE,9.89,False,False
BREAKOUT,PS,1999,Puzzle,Hasbro Interactive,60000.0,40000.0,,10000.0,110000,PS,BREAKOUT,3.45,False,False
BREATH OF FIRE III,PS,1997,Role-Playing,Capcom,290000.0,190000.0,460000.0,70000.0,1000000,PS,BREATH OF FIRE III,55.72,True,True
BREATH OF FIRE IV,PS,2000,Role-Playing,Capcom,110000.0,80000.0,340000.0,40000.0,560000,PS,BREATH OF FIRE IV,89.4,True,True
BROKEN HELIX,PS,1997,Action,Konami Digital Entertainment,30000.0,20000.0,,,60000,PS,BROKEN HELIX,9.91,False,False
BROKEN SWORD II THE SMOKING MIRROR,PS,1997,Adventure,Sony Computer Entertainment,30000.0,20000.0,,,60000,PS,BROKEN SWORD II THE SMOKING MIRROR,10.11,False,False
BRUNSWICK CIRCUIT PRO BOWLING,PS,1998,Sports,THQ,100000.0,70000.0,,10000.0,180000,PS,BRUNSWICK CIRCUIT PRO BOWLING,5.92,False,False
BRUNSWICK CIRCUIT PRO BOWLING 2,PS,2000,Sports,THQ,60000.0,40000.0,,10000.0,110000,PS,BRUNSWICK CIRCUIT PRO BOWLING 2,10.53,False,False
BUBSY 3D,PS,1996,Platform,Accolade,100000.0,70000.0,,10000.0,190000,PS,BUBSY 3D,22.62,False,False
BUGRIDERS THE RACE OF KINGS,PS,1997,Racing,GT Interactive,10000.0,10000.0,,,20000,PS,BUGRIDERS THE RACE OF KINGS,15.81,False,False
BUGS BUNNY  TAZ TIME BUSTERS,PS,2000,Adventure,Infogrames,110000.0,80000.0,,10000.0,210000,PS,BUGS BUNNY  TAZ TIME BUSTERS,52.55,True,True
BUGS BUNNY LOST IN TIME,PS,1999,Platform,Infogrames,220000.0,150000.0,,30000.0,400000,PS,BUGS BUNNY LOST IN TIME,26.01,False,False
BUILDERS BLOCK,PS,1999,Strategy,EON Digital Entertainment,10000.0,,,,10000,PS,BUILDERS BLOCK,25.76,False,False
BURNING ROAD,PS,1996,Racing,FunSoft,70000.0,50000.0,,10000.0,120000,PS,BURNING ROAD,13.0,False,False
BURSTRICK WAKE BOARDING,PS,2000,Sports,Natsume,150000.0,100000.0,,20000.0,270000,PS,BURSTRICK WAKE BOARDING,3.33,False,False
BUSHIDO BLADE,PS,1997,Fighting,Sony Computer Entertainment,390000.0,270000.0,430000.0,80000.0,1160000,PS,BUSHIDO BLADE,25.11,False,False
BUSHIDO BLADE 2,PS,1998,Fighting,SquareSoft,250000.0,170000.0,220000.0,40000.0,680000,PS,BUSHIDO BLADE 2,31.5,False,True
BUST A GROOVE,PS,1998,Misc,Sony Computer Entertainment,90000.0,60000.0,350000.0,40000.0,540000,PS,BUST A GROOVE,84.45,True,True
BUSTAMOVE 99,PS,1997,Puzzle,Acclaim Entertainment,180000.0,120000.0,,20000.0,320000,PS,BUSTAMOVE 99,9.96,False,False
BUSTAMOVE 2 ARCADE EDITION,PS,1995,Puzzle,Acclaim Entertainment,110000.0,70000.0,,10000.0,200000,PS,BUSTAMOVE 2 ARCADE EDITION,13.26,False,False
BUSTAMOVE 4,PS,1998,Puzzle,Acclaim Entertainment,120000.0,80000.0,,10000.0,220000,PS,BUSTAMOVE 4,13.33,False,False
BUSTER BROS COLLECTION,PS,1997,Puzzle,Capcom,40000.0,30000.0,,,70000,PS,BUSTER BROS COLLECTION,20.33,False,False
BUZZ LIGHTYEAR OF STAR COMMAND,PS,2000,Platform,Activision,350000.0,240000.0,,40000.0,630000,PS,BUZZ LIGHTYEAR OF STAR COMMAND,11.9,False,False
C THE CONTRA ADVENTURE,PS,1998,Shooter,Konami Digital Entertainment,40000.0,20000.0,,,70000,PS,C THE CONTRA ADVENTURE,54.3,True,True
CABELAS BIG GAME HUNTER ULTIMATE CHALLENGE,PS,2001,Sports,Activision Value,120000.0,80000.0,,10000.0,210000,PS,CABELAS BIG GAME HUNTER ULTIMATE CHALLENGE,5.35,False,False
CAESARS PALACE II,PS,1998,Misc,Interplay,140000.0,90000.0,,20000.0,250000,PS,CAESARS PALACE II,4.64,False,False
CARD GAMES,PS,2000,Misc,D3Publisher,40000.0,30000.0,,,70000,PS,CARD GAMES,5.55,False,False
CARDINAL SYN,PS,1998,Fighting,Sony Computer Entertainment,80000.0,60000.0,,10000.0,150000,PS,CARDINAL SYN,8.5,False,False
CARNAGE HEART,PS,1995,Strategy,Sony Computer Entertainment,10000.0,10000.0,90000.0,10000.0,110000,PS,CARNAGE HEART,43.46,True,True
CART WORLD SERIES,PS,1997,Racing,Sony Computer Entertainment,170000.0,110000.0,,20000.0,300000,PS,CART WORLD SERIES,4.8,False,False
CASPER,PS,1996,Adventure,Interplay,460000.0,310000.0,,50000.0,830000,PS,CASPER,8.6,False,False
CASPER FRIENDS AROUND THE WORLD,PS,2000,Action,TDK Core,100000.0,70000.0,,10000.0,180000,PS,CASPER FRIENDS AROUND THE WORLD,6.57,False,False
CASTLEVANIA SYMPHONY OF THE NIGHT,PS,1997,Platform,Konami Digital Entertainment,580000.0,400000.0,210000.0,80000.0,1270000,PS,CASTLEVANIA SYMPHONY OF THE NIGHT,122.01,True,True
CASTROL HONDA SUPERBIKE RACING,PS,1998,Racing,THQ,70000.0,50000.0,,10000.0,130000,PS,CASTROL HONDA SUPERBIKE RACING,3.2,False,False
CENTIPEDE,PS,1998,Shooter,Atari,360000.0,250000.0,,40000.0,650000,PS,CENTIPEDE,4.39,False,False
CHAMPIONSHIP BASS,PS,1999,Sports,Electronic Arts,180000.0,120000.0,,20000.0,320000,PS,CHAMPIONSHIP BASS,6.73,False,False
CHAMPIONSHIP MOTOCROSS FEATURING RICKY CARMICHAEL,PS,1998,Racing,THQ,320000.0,220000.0,,40000.0,580000,PS,CHAMPIONSHIP MOTOCROSS FEATURING RICKY CARMICHAEL,5.55,False,False
CHAMPIONSHIP SURFER,PS,2000,Sports,Mattel Interactive,30000.0,20000.0,,,60000,PS,CHAMPIONSHIP SURFER,3.18,False,False
CHESS,PS,2001,Strategy,Success,50000.0,40000.0,,10000.0,90000,PS,CHESS,3.18,False,False
CHESSMASTER II,PS,1998,Strategy,Mindscape,80000.0,60000.0,,10000.0,150000,PS,CHESSMASTER II,8.09,False,False
CHICKEN RUN,PS,2000,Adventure,Eidos Interactive,70000.0,50000.0,,10000.0,130000,PS,CHICKEN RUN,10.71,False,False
CHOCOBO RACING,PS,1999,Racing,SquareSoft,70000.0,50000.0,300000.0,30000.0,440000,PS,CHOCOBO RACING,46.33,True,True
CHOCOBOS DUNGEON 2,PS,1998,Role-Playing,SquareSoft,40000.0,30000.0,580000.0,50000.0,700000,PS,CHOCOBOS DUNGEON 2,56.74,True,True
CHRONICLES OF THE SWORD,PS,1996,Adventure,Psygnosis,30000.0,20000.0,,,50000,PS,CHRONICLES OF THE SWORD,14.14,False,False
CHRONO CROSS,PS,1999,Role-Playing,SquareSoft,620000.0,420000.0,690000.0,120000.0,1860000,PS,CHRONO CROSS,25.16,False,False
CIRCUIT BREAKERS,PS,1998,Racing,Mindscape,40000.0,30000.0,,,70000,PS,CIRCUIT BREAKERS,13.07,False,False
CIVILIZATION II,PS,1998,Strategy,Activision,150000.0,110000.0,,20000.0,280000,PS,CIVILIZATION II,21.39,False,False
CODENAME TENKA,PS,1997,Shooter,Psygnosis,50000.0,30000.0,,10000.0,90000,PS,CODENAME TENKA,18.16,False,False
COLIN MCRAE RALLY,PS,1998,Racing,Codemasters,90000.0,2430000.0,120000.0,220000.0,2870000,PS,COLIN MCRAE RALLY,24.19,False,False
COLIN MCRAE RALLY 20,PS,2000,Racing,Codemasters,20000.0,800000.0,20000.0,70000.0,910000,PS,COLIN MCRAE RALLY 20,54.54,True,True
COLLEGE SLAM,PS,1995,Sports,Acclaim Entertainment,100000.0,70000.0,,10000.0,190000,PS,COLLEGE SLAM,9.61,False,False
COLONY WARS,PS,1997,Simulation,Psygnosis,240000.0,160000.0,,30000.0,420000,PS,COLONY WARS,13.8,False,False
COLONY WARS III RED SUN,PS,2000,Simulation,Psygnosis,70000.0,50000.0,,10000.0,120000,PS,COLONY WARS III RED SUN,11.26,False,False
COLONY WARS VENGEANCE,PS,1998,Simulation,Psygnosis,130000.0,90000.0,,20000.0,230000,PS,COLONY WARS VENGEANCE,9.55,False,False
COMMAND  CONQUER,PS,1996,Strategy,Virgin Interactive,220000.0,150000.0,,30000.0,400000,PS,COMMAND  CONQUER,16.4,False,False
COMMAND  CONQUER RED ALERT,PS,1997,Strategy,Virgin Interactive,230000.0,160000.0,,30000.0,410000,PS,COMMAND  CONQUER RED ALERT,22.43,False,False
COMMAND  CONQUER RED ALERT RETALIATION,PS,1998,Strategy,Virgin Interactive,390000.0,270000.0,,50000.0,700000,PS,COMMAND  CONQUER RED ALERT RETALIATION,19.01,False,False
CONTENDER 2,PS,2000,Fighting,3DO,310000.0,210000.0,,40000.0,550000,PS,CONTENDER 2,5.33,False,False
CONTRA LEGACY OF WAR,PS,1996,Shooter,Konami Digital Entertainment,370000.0,250000.0,,40000.0,670000,PS,CONTRA LEGACY OF WAR,17.69,False,False
COOL BOARDERS,PS,1996,Sports,Sony Computer Entertainment,100000.0,70000.0,240000.0,30000.0,430000,PS,COOL BOARDERS,11.63,False,False
COOL BOARDERS 2,PS,1997,Sports,UEP Systems,1520000.0,460000.0,200000.0,80000.0,2250000,PS,COOL BOARDERS 2,2.54,False,False
COOL BOARDERS 2001,PS,2000,Sports,Sony Computer Entertainment,230000.0,160000.0,,30000.0,410000,PS,COOL BOARDERS 2001,11.4,False,False
COOL BOARDERS 3,PS,1998,Sports,989 Studios,1650000.0,460000.0,100000.0,100000.0,2310000,PS,COOL BOARDERS 3,3.5,False,False
COOL BOARDERS 4,PS,1998,Sports,989 Studios,650000.0,440000.0,,80000.0,1170000,PS,COOL BOARDERS 4,5.18,False,False
COUNTDOWN VAMPIRES,PS,1999,Adventure,Namco Bandai Games,20000.0,10000.0,,,40000,PS,COUNTDOWN VAMPIRES,102.43,True,True
COURIER CRISIS,PS,1997,Racing,BMG Interactive Entertainment,90000.0,60000.0,,10000.0,150000,PS,COURIER CRISIS,11.92,False,False
COVERT OPS NUCLEAR DAWN,PS,2000,Action,Sony Computer Entertainment,130000.0,90000.0,,20000.0,240000,PS,COVERT OPS NUCLEAR DAWN,9.8,False,False
CRASH BANDICOOT,PS,1996,Platform,Sony Computer Entertainment,3230000.0,2350000.0,940000.0,300000.0,6820000,PS,CRASH BANDICOOT,48.28,True,True
CRASH BANDICOOT 2 CORTEX STRIKES BACK,PS,1997,Platform,Sony Computer Entertainment,3780000.0,2170000.0,1310000.0,310000.0,7580000,PS,CRASH BANDICOOT 2 CORTEX STRIKES BACK,14.49,False,False
CRASH BANDICOOT 3 WARPED,PS,1998,Platform,Sony Computer Entertainment,3680000.0,1750000.0,1420000.0,280000.0,7130000,PS,CRASH BANDICOOT 3 WARPED,24.44,False,False
CRASH BASH,PS,2000,Misc,Sony Computer Entertainment,1560000.0,1470000.0,190000.0,170000.0,3390000,PS,CRASH BASH,25.81,False,False
CRASH TEAM RACING,PS,1999,Racing,Sony Computer Entertainment,2570000.0,1570000.0,440000.0,210000.0,4790000,PS,CRASH TEAM RACING,6.91,False,False
CRIME KILLER,PS,1998,Racing,Interplay,70000.0,40000.0,,10000.0,120000,PS,CRIME KILLER,11.03,False,False
CRITICAL DEPTH,PS,1997,Action,GT Interactive,130000.0,90000.0,,10000.0,230000,PS,CRITICAL DEPTH,13.09,False,False
CRITICOM,PS,1996,Fighting,Vic Tokai,70000.0,50000.0,,10000.0,120000,PS,CRITICOM,9.52,False,False
CROC 2,PS,1999,Platform,Fox Interactive,410000.0,280000.0,,50000.0,730000,PS,CROC 2,19.41,False,False
CROC LEGEND OF THE GOBBOS,PS,1997,Platform,Fox Interactive,1570000.0,1790000.0,,200000.0,3560000,PS,CROC LEGEND OF THE GOBBOS,16.51,False,False
CROSSROAD CRISIS,PS,2000,Puzzle,Success,10000.0,,,,10000,PS,CROSSROAD CRISIS,4.47,False,False
CRUSADER NO REMORSE,PS,1996,Adventure,Electronic Arts,30000.0,20000.0,,,50000,PS,CRUSADER NO REMORSE,31.57,False,True
CRUSADERS OF MIGHT AND MAGIC,PS,1999,Role-Playing,3DO,140000.0,100000.0,,20000.0,250000,PS,CRUSADERS OF MIGHT AND MAGIC,10.5,False,False
CRYPT KILLER,PS,1997,Shooter,Konami Digital Entertainment,20000.0,10000.0,,,40000,PS,CRYPT KILLER,20.46,False,False
CYBER SLED,PS,1995,Action,Sony Computer Entertainment,,,130000.0,10000.0,140000,PS,CYBER SLED,34.42,False,True
CYBERTIGER,PS,1998,Sports,Electronic Arts,330000.0,220000.0,,40000.0,590000,PS,CYBERTIGER,3.39,False,False
CYBERIA,PS,1995,Action,Interplay,50000.0,30000.0,,10000.0,90000,PS,CYBERIA,10.64,False,False
DANCE DANCE REVOLUTION DISNEY MIX,PS,2000,Simulation,Konami Digital Entertainment,20000.0,20000.0,,,40000,PS,DANCE DANCE REVOLUTION DISNEY MIX,22.1,False,False
DARKLIGHT CONFLICT,PS,1997,Simulation,Electronic Arts,20000.0,10000.0,,,40000,PS,DARKLIGHT CONFLICT,9.14,False,False
DAVE MIRRA FREESTYLE BMX,PS,2000,Sports,Acclaim Entertainment,910000.0,110000.0,,30000.0,1050000,PS,DAVE MIRRA FREESTYLE BMX,4.74,False,False
DAVE MIRRA FREESTYLE BMX MAXIMUM REMIX,PS,2001,Sports,Acclaim Entertainment,150000.0,100000.0,,20000.0,270000,PS,DAVE MIRRA FREESTYLE BMX MAXIMUM REMIX,7.01,False,False
DEAD BALL ZONE,PS,1998,Sports,GT Interactive,20000.0,20000.0,,,40000,PS,DEAD BALL ZONE,7.21,False,False
DEAD IN THE WATER,PS,1999,Action,ASC Games,30000.0,20000.0,,,50000,PS,DEAD IN THE WATER,12.83,False,False
