Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console,Game Title,Price,Mean,Median
MADDEN NFL 99,N64,1998,Sports,Electronic Arts,840000.0,50000.0,,10000.0,900000,N64,MADDEN NFL 99,19.67,False,False
MAGICAL TETRIS CHALLENGE,N64,1997,Puzzle,Activision,130000.0,20000.0,50000.0,,200000,N64,MAGICAL TETRIS CHALLENGE,56.35,True,True
MAJOR LEAGUE BASEBALL FEATURING KEN GRIFFEY JR,N64,1998,Sports,Nintendo,750000.0,30000.0,,10000.0,790000,N64,MAJOR LEAGUE BASEBALL FEATURING KEN GRIFFEY JR,25.92,False,False
MARIO GOLF,N64,1999,Action,Nintendo,620000.0,180000.0,650000.0,20000.0,1470000,N64,MARIO GOLF,92.16,True,True
MARIO KART 64,N64,1996,Racing,Nintendo,5550000.0,1940000.0,2230000.0,150000.0,9870000,N64,MARIO KART 64,106.99,True,True
MARIO PARTY,N64,1998,Misc,Nintendo,1250000.0,530000.0,870000.0,50000.0,2700000,N64,MARIO PARTY,109.63,True,True
MARIO PARTY 2,N64,1999,Misc,Nintendo,1280000.0,140000.0,1080000.0,10000.0,2500000,N64,MARIO PARTY 2,100.82,True,True
MARIO TENNIS,N64,2000,Sports,Nintendo,780000.0,400000.0,1060000.0,70000.0,2320000,N64,MARIO TENNIS,70.31,True,True
MIA HAMM SOCCER 64,N64,2000,Sports,THQ,60000.0,10000.0,,,70000,N64,MIA HAMM SOCCER 64,21.88,False,False
MICKEYS SPEEDWAY USA,N64,2000,Racing,Nintendo,370000.0,80000.0,140000.0,10000.0,600000,N64,MICKEYS SPEEDWAY USA,43.33,True,True
MICRO MACHINES 64 TURBO,N64,1999,Racing,Codemasters,110000.0,30000.0,,,140000,N64,MICRO MACHINES 64 TURBO,47.2,True,True
MIDWAYS GREATEST ARCADE HITS VOLUME 1,N64,2000,Misc,Midway Games,190000.0,50000.0,,,240000,N64,MIDWAYS GREATEST ARCADE HITS VOLUME 1,24.87,False,False
MILOS ASTRO LANES,N64,1998,Sports,Interplay,80000.0,20000.0,,,100000,N64,MILOS ASTRO LANES,45.84,True,True
MISCHIEF MAKERS,N64,1997,Platform,Nintendo,250000.0,60000.0,70000.0,60000.0,430000,N64,MISCHIEF MAKERS,112.27,True,True
MISSION IMPOSSIBLE,N64,1997,Action,Ocean,740000.0,380000.0,20000.0,30000.0,1170000,N64,MISSION IMPOSSIBLE,25.89,False,False
MONACO GRAND PRIX,N64,1999,Racing,Ubisoft,30000.0,10000.0,,,40000,N64,MONACO GRAND PRIX,74.56,True,True
MONOPOLY,N64,1999,Misc,Hasbro Interactive,170000.0,40000.0,,,210000,N64,MONOPOLY,60.67,True,True
MONSTER TRUCK MADNESS 64,N64,1999,Racing,Take-Two Interactive,240000.0,60000.0,,,300000,N64,MONSTER TRUCK MADNESS 64,38.17,True,True
MORTAL KOMBAT 4,N64,1998,Fighting,GT Interactive,550000.0,170000.0,,10000.0,730000,N64,MORTAL KOMBAT 4,54.7,True,True
MORTAL KOMBAT TRILOGY,N64,1996,Fighting,GT Interactive,720000.0,220000.0,,20000.0,960000,N64,MORTAL KOMBAT TRILOGY,66.79,True,True
NASCAR 2000,N64,1999,Racing,Electronic Arts,490000.0,30000.0,,,530000,N64,NASCAR 2000,25.96,False,False
NASCAR 99,N64,1998,Racing,Electronic Arts,940000.0,40000.0,,10000.0,980000,N64,NASCAR 99,16.65,False,False
NBA COURTSIDE 2 FEATURING KOBE BRYANT,N64,1999,Sports,Nintendo,200000.0,50000.0,,,250000,N64,NBA COURTSIDE 2 FEATURING KOBE BRYANT,60.0,True,True
NBA IN THE ZONE 98,N64,1997,Sports,Konami Digital Entertainment,250000.0,20000.0,,,270000,N64,NBA IN THE ZONE 98,18.78,False,False
NBA IN THE ZONE 99,N64,1998,Sports,Konami Digital Entertainment,40000.0,,,,40000,N64,NBA IN THE ZONE 99,19.28,False,False
NBA JAM 2000,N64,1999,Sports,Acclaim Entertainment,120000.0,10000.0,,,130000,N64,NBA JAM 2000,42.07,True,True
NBA JAM 99,N64,1998,Sports,Acclaim Entertainment,250000.0,20000.0,,,270000,N64,NBA JAM 99,19.93,False,False
NBA LIVE 2000,N64,1999,Sports,Electronic Arts,420000.0,20000.0,,,440000,N64,NBA LIVE 2000,18.87,False,False
NBA LIVE 99,N64,1998,Sports,Electronic Arts,450000.0,20000.0,,,470000,N64,NBA LIVE 99,16.86,False,False
NBA SHOWTIME NBA ON NBC,N64,1999,Sports,Midway Games,230000.0,20000.0,,,250000,N64,NBA SHOWTIME NBA ON NBC,37.17,True,True
NFL BLITZ,N64,1998,Sports,Midway Games,1020000.0,40000.0,,10000.0,1060000,N64,NFL BLITZ,32.47,False,True
NFL BLITZ 2000,N64,1999,Sports,Midway Games,550000.0,20000.0,,,580000,N64,NFL BLITZ 2000,33.32,False,True
NFL BLITZ 2001,N64,2000,Sports,Midway Games,340000.0,70000.0,,,420000,N64,NFL BLITZ 2001,33.96,False,True
NFL QUARTERBACK CLUB 2000,N64,1999,Sports,Acclaim Entertainment,370000.0,30000.0,,,400000,N64,NFL QUARTERBACK CLUB 2000,13.42,False,False
NFL QUARTERBACK CLUB 98,N64,1997,Sports,Acclaim Entertainment,1010000.0,50000.0,,10000.0,1060000,N64,NFL QUARTERBACK CLUB 98,12.9,False,False
NFL QUARTERBACK CLUB 99,N64,1998,Sports,Acclaim Entertainment,590000.0,20000.0,,,620000,N64,NFL QUARTERBACK CLUB 99,16.08,False,False
NHL 99,N64,1998,Sports,Electronic Arts,380000.0,10000.0,,,390000,N64,NHL 99,26.6,False,False
NHL BLADES OF STEEL 99,N64,1999,Sports,Konami Digital Entertainment,50000.0,,,,50000,N64,NHL BLADES OF STEEL 99,34.01,False,True
NHL BREAKAWAY 98,N64,1998,Sports,Acclaim Entertainment,300000.0,20000.0,,,320000,N64,NHL BREAKAWAY 98,15.87,False,False
NHL BREAKAWAY 99,N64,1998,Sports,Acclaim Entertainment,70000.0,10000.0,,,80000,N64,NHL BREAKAWAY 99,34.25,False,True
NAGANO WINTER OLYMPICS 98,N64,1997,Sports,Konami Digital Entertainment,150000.0,40000.0,130000.0,,320000,N64,NAGANO WINTER OLYMPICS 98,20.16,False,False
NAMCO MUSEUM 64,N64,1999,Misc,Namco Bandai Games,1240000.0,170000.0,30000.0,10000.0,1450000,N64,NAMCO MUSEUM 64,31.26,False,True
NIGHTMARE CREATURES,N64,1996,Action,Activision,210000.0,50000.0,,,260000,N64,NIGHTMARE CREATURES,78.95,True,True
NUCLEAR STRIKE 64,N64,1999,Simulation,THQ,90000.0,20000.0,,,110000,N64,NUCLEAR STRIKE 64,49.22,True,True
OFF ROAD CHALLENGE,N64,1998,Racing,GT Interactive,270000.0,60000.0,,,340000,N64,OFF ROAD CHALLENGE,36.86,False,True
OLYMPIC HOCKEY 98,N64,1998,Sports,GT Interactive,50000.0,10000.0,,,60000,N64,OLYMPIC HOCKEY 98,45.13,True,True
PGA EUROPEAN TOUR,N64,2000,Sports,Infogrames,10000.0,,,,10000,N64,PGA EUROPEAN TOUR,90.32,True,True
PAPERBOY,N64,1999,Action,Midway Games,190000.0,50000.0,,,240000,N64,PAPERBOY,57.52,True,True
PENNY RACERS,N64,1998,Racing,THQ,50000.0,10000.0,,,60000,N64,PENNY RACERS,66.11,True,True
PERFECT DARK,N64,2000,Action,Nintendo,1550000.0,750000.0,160000.0,60000.0,2520000,N64,PERFECT DARK,61.81,True,True
PILOTWINGS 64,N64,1996,Simulation,Nintendo,560000.0,240000.0,300000.0,20000.0,1120000,N64,PILOTWINGS 64,66.37,True,True
POKEMON PUZZLE LEAGUE,N64,2000,Puzzle,Nintendo,360000.0,80000.0,,10000.0,450000,N64,POKEMON PUZZLE LEAGUE,93.63,True,True
POLARIS SNOCROSS,N64,2000,Racing,Vatical Entertainment,50000.0,10000.0,,,60000,N64,POLARIS SNOCROSS,46.72,True,True
QUAKE,N64,1998,Shooter,GT Interactive,150000.0,40000.0,,,190000,N64,QUAKE,61.6,True,True
QUAKE II,N64,1999,Shooter,Activision,240000.0,60000.0,,,300000,N64,QUAKE II,47.55,True,True
QUEST 64,N64,1998,Role-Playing,Konami Digital Entertainment,380000.0,80000.0,,10000.0,470000,N64,QUEST 64,52.73,True,True
RALLY CHALLENGE 2000,N64,1999,Racing,Imagineer,30000.0,10000.0,,,40000,N64,RALLY CHALLENGE 2000,63.36,True,True
RAMPAGE 2 UNIVERSAL TOUR,N64,1999,Action,GT Interactive,180000.0,40000.0,,,220000,N64,RAMPAGE 2 UNIVERSAL TOUR,84.81,True,True
RAMPAGE WORLD TOUR,N64,1998,Action,GT Interactive,360000.0,80000.0,,10000.0,450000,N64,RAMPAGE WORLD TOUR,70.21,True,True
RAYMAN 2 THE GREAT ESCAPE,N64,1999,Platform,Ubisoft,400000.0,220000.0,,20000.0,640000,N64,RAYMAN 2 THE GREAT ESCAPE,96.47,True,True
REVOLT,N64,1999,Racing,Acclaim Entertainment,140000.0,40000.0,,,180000,N64,REVOLT,25.64,False,False
READY 2 RUMBLE BOXING,N64,1999,Sports,Midway Games,470000.0,110000.0,,10000.0,590000,N64,READY 2 RUMBLE BOXING,19.55,False,False
READY 2 RUMBLE BOXING ROUND 2,N64,2000,Fighting,Midway Games,190000.0,50000.0,,,240000,N64,READY 2 RUMBLE BOXING ROUND 2,26.86,False,False
ROAD RASH 64,N64,1999,Racing,THQ,190000.0,50000.0,,,240000,N64,ROAD RASH 64,84.87,True,True
ROBOTRON 64,N64,1998,Shooter,GT Interactive,70000.0,20000.0,,,90000,N64,ROBOTRON 64,40.8,True,True
RUGRATS IN PARIS THE MOVIE,N64,2000,Action,THQ,400000.0,90000.0,,10000.0,500000,N64,RUGRATS IN PARIS THE MOVIE,34.97,False,True
RUGRATS SCAVENGER HUNT,N64,1999,Misc,THQ,410000.0,90000.0,,10000.0,510000,N64,RUGRATS SCAVENGER HUNT,34.65,False,True
RUSH 2 EXTREME RACING USA,N64,1998,Racing,Midway Games,350000.0,60000.0,,,420000,N64,RUSH 2 EXTREME RACING USA,35.93,False,True
SCARS,N64,1998,Racing,Ubisoft,50000.0,10000.0,,,60000,N64,SCARS,33.92,False,True
SAN FRANCISCO RUSH 2049,N64,2000,Racing,Midway Games,160000.0,40000.0,,,200000,N64,SAN FRANCISCO RUSH 2049,67.81,True,True
SAN FRANCISCO RUSH EXTREME RACING,N64,1997,Racing,GT Interactive,630000.0,110000.0,,10000.0,750000,N64,SAN FRANCISCO RUSH EXTREME RACING,35.57,False,True
SHADOW MAN,N64,1999,Action,Acclaim Entertainment,180000.0,80000.0,,10000.0,270000,N64,SHADOW MAN,30.62,False,True
SOUTH PARK,N64,1998,Shooter,Acclaim Entertainment,900000.0,230000.0,,20000.0,1140000,N64,SOUTH PARK,61.34,True,True
SOUTH PARK RALLY,N64,2000,Racing,Acclaim Entertainment,160000.0,40000.0,,,200000,N64,SOUTH PARK RALLY,67.59,True,True
SPACE INVADERS,N64,1999,Shooter,Activision,130000.0,30000.0,,,160000,N64,SPACE INVADERS,32.61,False,True
SPIDERMAN,N64,2000,Action,Activision,430000.0,90000.0,,10000.0,530000,N64,SPIDERMAN,74.46,True,True
STAR FOX 64,N64,1997,Shooter,Nintendo,2780000.0,580000.0,640000.0,40000.0,4030000,N64,STAR FOX 64,87.81,True,True
STAR WARS EPISODE I RACER,N64,1999,Racing,Nintendo,2310000.0,620000.0,140000.0,40000.0,3120000,N64,STAR WARS EPISODE I RACER,26.38,False,False
STAR WARS EPISODE I BATTLE FOR NABOO,N64,2000,Simulation,LucasArts,210000.0,50000.0,,,260000,N64,STAR WARS EPISODE I BATTLE FOR NABOO,46.02,True,True
STAR WARS ROGUE SQUADRON,N64,1998,Simulation,Nintendo,1600000.0,460000.0,80000.0,30000.0,2170000,N64,STAR WARS ROGUE SQUADRON,33.4,False,True
STAR WARS SHADOWS OF THE EMPIRE,N64,1996,Action,Nintendo,2000000.0,500000.0,120000.0,30000.0,2650000,N64,STAR WARS SHADOWS OF THE EMPIRE,50.96,True,True
STARSHOT SPACE CIRCUS FEVER,N64,1998,Platform,Infogrames,20000.0,10000.0,,,30000,N64,STARSHOT SPACE CIRCUS FEVER,139.5,True,True
SUPER MARIO 64,N64,1996,Platform,Nintendo,6910000.0,2850000.0,1910000.0,230000.0,11890000,N64,SUPER MARIO 64,106.01,True,True
SUPERCROSS 2000,N64,1999,Racing,Electronic Arts,230000.0,60000.0,,,290000,N64,SUPERCROSS 2000,22.11,False,False
TETRISPHERE,N64,1997,Puzzle,Nintendo,290000.0,60000.0,,,360000,N64,TETRISPHERE,29.35,False,True
TIGGERS HONEY HUNT,N64,2000,Platform,Ubisoft,160000.0,40000.0,,,200000,N64,TIGGERS HONEY HUNT,54.05,True,True
TOM CLANCYS RAINBOW SIX,N64,1999,Shooter,Red Storm Entertainment,480000.0,150000.0,,10000.0,640000,N64,TOM CLANCYS RAINBOW SIX,26.08,False,False
TONIC TROUBLE,N64,1999,Platform,Ubisoft,90000.0,20000.0,,,110000,N64,TONIC TROUBLE,56.7,True,True
TONY HAWKS PRO SKATER,N64,2000,Sports,Activision,1680000.0,400000.0,,30000.0,2110000,N64,TONY HAWKS PRO SKATER,39.29,True,True
TONY HAWKS PRO SKATER 2,N64,2001,Sports,Activision,590000.0,160000.0,,10000.0,760000,N64,TONY HAWKS PRO SKATER 2,81.81,True,True
TONY HAWKS PRO SKATER 3,N64,2002,Sports,Activision,60000.0,20000.0,,,80000,N64,TONY HAWKS PRO SKATER 3,97.89,True,True
TOP GEAR HYPERBIKE,N64,1999,Racing,Kemco,50000.0,10000.0,,,60000,N64,TOP GEAR HYPERBIKE,78.38,True,True
TOP GEAR OVERDRIVE,N64,1998,Racing,Kemco,230000.0,60000.0,,,290000,N64,TOP GEAR OVERDRIVE,38.85,True,True
TOP GEAR RALLY,N64,1997,Racing,Kemco,320000.0,70000.0,,,400000,N64,TOP GEAR RALLY,25.91,False,False
TOP GEAR RALLY 2,N64,1999,Racing,Kemco,90000.0,20000.0,,,110000,N64,TOP GEAR RALLY 2,57.96,True,True
TOY STORY 2 BUZZ LIGHTYEAR TO THE RESCUE,N64,1999,Platform,Activision,710000.0,200000.0,,10000.0,930000,N64,TOY STORY 2 BUZZ LIGHTYEAR TO THE RESCUE,95.29,True,True
TRIPLE PLAY 2000,N64,1999,Sports,Electronic Arts,270000.0,10000.0,,,280000,N64,TRIPLE PLAY 2000,22.82,False,False
TUROK 2 SEEDS OF EVIL,N64,1997,Platform,Acclaim Entertainment,1370000.0,410000.0,40000.0,40000.0,1860000,N64,TUROK 2 SEEDS OF EVIL,39.22,True,True
TUROK 3 SHADOW OF OBLIVION,N64,2000,Shooter,Acclaim Entertainment,120000.0,50000.0,,,170000,N64,TUROK 3 SHADOW OF OBLIVION,110.71,True,True
TUROK DINOSAUR HUNTER,N64,1997,Shooter,Acclaim Entertainment,,,50000.0,,50000,N64,TUROK DINOSAUR HUNTER,37.48,True,True
TUROK RAGE WARS,N64,1999,Shooter,Acclaim Entertainment,300000.0,60000.0,,,370000,N64,TUROK RAGE WARS,45.06,True,True
TWISTED EDGE EXTREME SNOWBOARDING,N64,1998,Sports,Kemco,160000.0,40000.0,,,200000,N64,TWISTED EDGE EXTREME SNOWBOARDING,12.21,False,False
VRALLY EDITION 99,N64,1998,Racing,Infogrames,70000.0,20000.0,,,90000,N64,VRALLY EDITION 99,32.95,False,True
VIGILANTE 8,N64,1998,Racing,Activision,250000.0,60000.0,,,310000,N64,VIGILANTE 8,55.55,True,True
VIGILANTE 8 2ND OFFENSE,N64,2000,Racing,Activision,90000.0,20000.0,,,110000,N64,VIGILANTE 8 2ND OFFENSE,60.51,True,True
VIRTUAL CHESS 64,N64,1998,Misc,Titus,50000.0,10000.0,,,60000,N64,VIRTUAL CHESS 64,44.68,True,True
VIRTUAL POOL 64,N64,1998,Sports,Crave Entertainment,80000.0,20000.0,,,100000,N64,VIRTUAL POOL 64,38.81,True,True
WCW MAYHEM,N64,1999,Fighting,Electronic Arts,630000.0,150000.0,,10000.0,790000,N64,WCW MAYHEM,17.17,False,False
WCW NITRO,N64,1998,Fighting,THQ,170000.0,40000.0,,,210000,N64,WCW NITRO,33.95,False,True
WCW VS NWO WORLD TOUR,N64,1997,Fighting,THQ,1370000.0,280000.0,30000.0,20000.0,1690000,N64,WCW VS NWO WORLD TOUR,27.24,False,False
WCWNWO REVENGE,N64,1998,Fighting,THQ,1940000.0,390000.0,30000.0,20000.0,2380000,N64,WCWNWO REVENGE,31.74,False,True
WWF ATTITUDE,N64,1999,Fighting,Acclaim Entertainment,570000.0,130000.0,,10000.0,710000,N64,WWF ATTITUDE,21.09,False,False
WWF NO MERCY,N64,2000,Fighting,THQ,1200000.0,270000.0,20000.0,20000.0,1500000,N64,WWF NO MERCY,71.87,True,True
WWF WAR ZONE,N64,1998,Fighting,Acclaim Entertainment,1080000.0,240000.0,,20000.0,1330000,N64,WWF WAR ZONE,27.01,False,False
WWF WRESTLEMANIA 2000,N64,1999,Fighting,THQ,1200000.0,250000.0,20000.0,20000.0,1480000,N64,WWF WRESTLEMANIA 2000,40.8,True,True
WAR GODS,N64,1997,Fighting,Midway Games,230000.0,60000.0,,,290000,N64,WAR GODS,37.65,True,True
WAVE RACE 64,N64,1996,Racing,Nintendo,1980000.0,580000.0,340000.0,40000.0,2940000,N64,WAVE RACE 64,35.84,False,True
WAYNE GRETZKYS 3D HOCKEY,N64,1996,Sports,Nintendo,490000.0,30000.0,,,530000,N64,WAYNE GRETZKYS 3D HOCKEY,27.68,False,True
WAYNE GRETZKYS 3D HOCKEY 98,N64,1997,Sports,Midway Games,230000.0,20000.0,,,250000,N64,WAYNE GRETZKYS 3D HOCKEY 98,21.88,False,False
WETRIX,N64,1998,Puzzle,Ocean,60000.0,20000.0,,,80000,N64,WETRIX,36.48,False,True
WHEEL OF FORTUNE,N64,1997,Misc,Take-Two Interactive,200000.0,50000.0,,,250000,N64,WHEEL OF FORTUNE,42.6,True,True
WINBACK COVERT OPERATIONS,N64,1999,Shooter,Virgin Interactive,170000.0,40000.0,,,210000,N64,WINBACK COVERT OPERATIONS,51.08,True,True
WIPEOUT 64,N64,1998,Racing,Midway Games,280000.0,140000.0,,10000.0,430000,N64,WIPEOUT 64,35.32,False,True
WORLD CUP 98,N64,1998,Sports,Electronic Arts,140000.0,400000.0,,40000.0,580000,N64,WORLD CUP 98,37.01,False,True
WORLD DRIVER CHAMPIONSHIP,N64,1999,Racing,Midway Games,140000.0,30000.0,,,170000,N64,WORLD DRIVER CHAMPIONSHIP,31.35,False,True
YOSHIS STORY,N64,1997,Platform,Nintendo,1290000.0,530000.0,980000.0,50000.0,2850000,N64,YOSHIS STORY,93.8,True,True
1942,NES,1985,Shooter,Capcom,650000.0,140000.0,210000.0,,1000000,NES,1942,71.8,True,True
ADVENTURE ISLAND,NES,1986,Platform,Hudson Soft,,,1050000.0,,1050000,NES,ADVENTURE ISLAND,38.24,True,True
ADVENTURES OF LOLO,NES,1989,Puzzle,HAL Laboratory,60000.0,,,,60000,NES,ADVENTURES OF LOLO,46.91,True,True
BALLOON FIGHT,NES,1985,Platform,Nintendo,390000.0,90000.0,430000.0,10000.0,920000,NES,BALLOON FIGHT,139.48,True,True
BASEBALL,NES,1983,Sports,Nintendo,730000.0,100000.0,2350000.0,20000.0,3200000,NES,BASEBALL,41.32,True,True
BOMBERMAN,NES,1985,Puzzle,Hudson Soft,180000.0,,850000.0,,1030000,NES,BOMBERMAN,68.83,True,True
CASTLEVANIA II SIMONS QUEST,NES,1987,Platform,Konami Digital Entertainment,450000.0,60000.0,420000.0,,930000,NES,CASTLEVANIA II SIMONS QUEST,90.0,True,True
COMMANDO,NES,1986,Action,Capcom,710000.0,160000.0,250000.0,30000.0,1140000,NES,COMMANDO,45.81,True,True
DONKEY KONG CLASSICS,NES,1988,Platform,Nintendo,590000.0,140000.0,810000.0,20000.0,1560000,NES,DONKEY KONG CLASSICS,35.78,False,True
DR MARIO,NES,1990,Puzzle,Nintendo,2620000.0,600000.0,1520000.0,100000.0,4850000,NES,DR MARIO,16.88,False,False
DRAGON WARRIOR,NES,1986,Role-Playing,Capcom,490000.0,,520000.0,1510000.0,2520000,NES,DRAGON WARRIOR,48.8,True,True
DRAGON WARRIOR II,NES,1987,Role-Playing,Enix Corporation,150000.0,,2410000.0,,2560000,NES,DRAGON WARRIOR II,138.21,True,True
DUCK HUNT,NES,1984,Shooter,Nintendo,26930000.0,630000.0,280000.0,470000.0,28310000,NES,DUCK HUNT,82.32,True,True
EXCITEBIKE,NES,1984,Racing,Nintendo,2040000.0,480000.0,1570000.0,70000.0,4160000,NES,EXCITEBIKE,45.31,True,True
FINAL FANTASY,NES,1987,Role-Playing,SquareSoft,320000.0,,520000.0,,840000,NES,FINAL FANTASY,97.58,True,True
GHOSTS N GOBLINS,NES,1986,Action,Capcom,740000.0,260000.0,610000.0,30000.0,1640000,NES,GHOSTS N GOBLINS,56.03,True,True
GOLF,NES,1984,Sports,Nintendo,1220000.0,280000.0,2460000.0,40000.0,4010000,NES,GOLF,26.31,False,False
GRADIUS,NES,1986,Shooter,Konami Digital Entertainment,270000.0,80000.0,1000000.0,10000.0,1360000,NES,GRADIUS,69.87,True,True
GYROMITE,NES,1985,Puzzle,Nintendo,730000.0,160000.0,400000.0,30000.0,1320000,NES,GYROMITE,57.56,True,True
HOGANS ALLEY,NES,1984,Shooter,Nintendo,680000.0,160000.0,410000.0,20000.0,1270000,NES,HOGANS ALLEY,52.97,True,True
ICE CLIMBER,NES,1985,Platform,Nintendo,460000.0,100000.0,920000.0,20000.0,1500000,NES,ICE CLIMBER,112.33,True,True
ICE HOCKEY,NES,1988,Sports,Nintendo,1270000.0,320000.0,780000.0,50000.0,2420000,NES,ICE HOCKEY,29.53,False,True
JURASSIC PARK,NES,1993,Action,Ocean,250000.0,100000.0,,10000.0,360000,NES,JURASSIC PARK,51.11,True,True
KID ICARUS,NES,1986,Platform,Nintendo,530000.0,120000.0,1090000.0,20000.0,1760000,NES,KID ICARUS,78.98,True,True
KIRBYS ADVENTURE,NES,1993,Platform,Nintendo,790000.0,140000.0,800000.0,20000.0,1750000,NES,KIRBYS ADVENTURE,60.94,True,True
KUNG FU,NES,1985,Action,Nintendo,1640000.0,380000.0,1420000.0,60000.0,3500000,NES,KUNG FU,48.72,True,True
LODE RUNNER,NES,1984,Puzzle,Hudson Soft,,,1100000.0,,1100000,NES,LODE RUNNER,61.01,True,True
MEGA MAN 3,NES,1990,Platform,Capcom,680000.0,100000.0,390000.0,,1170000,NES,MEGA MAN 3,99.46,True,True
MEGA MAN 4,NES,1991,Platform,Capcom,510000.0,90000.0,320000.0,10000.0,930000,NES,MEGA MAN 4,107.75,True,True
METROID,NES,1986,Action,Nintendo,1330000.0,310000.0,1040000.0,50000.0,2730000,NES,METROID,109.17,True,True
MIKE TYSONS PUNCHOUT,NES,1987,Fighting,Nintendo,2029999.0,470000.0,450000.0,70000.0,3020000,NES,MIKE TYSONS PUNCHOUT,133.93,True,True
NES OPEN TOURNAMENT GOLF,NES,1991,Sports,Nintendo,410000.0,100000.0,470000.0,20000.0,1000000,NES,NES OPEN TOURNAMENT GOLF,28.35,False,True
NINTENDO WORLD CUP,NES,1990,Sports,Nintendo,280000.0,500000.0,650000.0,50000.0,1480000,NES,NINTENDO WORLD CUP,24.03,False,False
PINBALL,NES,1984,Action,Nintendo,800000.0,190000.0,830000.0,30000.0,1850000,NES,PINBALL,25.16,False,False
POPEYE,NES,1983,Platform,Nintendo,510000.0,120000.0,450000.0,20000.0,1100000,NES,POPEYE,56.21,True,True
PRO WRESTLING,NES,1987,Fighting,Nintendo,770000.0,180000.0,1420000.0,30000.0,2400000,NES,PRO WRESTLING,64.86,True,True
RC PROAM,NES,1988,Racing,Nintendo,1470000.0,380000.0,190000.0,100000.0,2140000,NES,RC PROAM,28.19,False,True
RAD RACER,NES,1986,Racing,Nintendo,1130000.0,370000.0,410000.0,50000.0,1960000,NES,RAD RACER,33.97,False,True
SOCCER,NES,1985,Sports,Nintendo,180000.0,230000.0,1530000.0,20000.0,1960000,NES,SOCCER,98.51,True,True
STAR SOLDIER,NES,1986,Shooter,Hudson Soft,320000.0,60000.0,570000.0,10000.0,960000,NES,STAR SOLDIER,29.13,False,True
SUPER MARIO BROS,NES,1985,Platform,Nintendo,29080000.0,3580000.0,6810000.0,770000.0,40240000,NES,SUPER MARIO BROS,112.67,True,True
SUPER MARIO BROS 2,NES,1988,Platform,Nintendo,5390000.0,1180000.0,700000.0,190000.0,7460000,NES,SUPER MARIO BROS 2,71.49,True,True
SUPER MARIO BROS 3,NES,1988,Platform,Nintendo,9540000.0,3440000.0,3840000.0,460000.0,17280000,NES,SUPER MARIO BROS 3,40.71,True,True
TEENAGE MUTANT NINJA TURTLES,NES,1989,Action,Palcom,3380000.0,440000.0,310000.0,40000.0,4170000,NES,TEENAGE MUTANT NINJA TURTLES,53.93,True,True
TEENAGE MUTANT NINJA TURTLES II THE ARCADE GAME,NES,1990,Action,Konami Digital Entertainment,1740000.0,250000.0,210000.0,30000.0,2230000,NES,TEENAGE MUTANT NINJA TURTLES II THE ARCADE GAME,82.81,True,True
TENNIS,NES,1984,Sports,Nintendo,480000.0,110000.0,1560000.0,20000.0,2170000,NES,TENNIS,55.68,True,True
TETRIS,NES,1988,Puzzle,Nintendo,2970000.0,690000.0,1810000.0,110000.0,5580000,NES,TETRIS,25.57,False,False
TETRIS 2,NES,1993,Puzzle,Nintendo,620000.0,130000.0,210000.0,20000.0,980000,NES,TETRIS 2,17.77,False,False
WORLD CLASS TRACK MEET,NES,1986,Sports,Namco Bandai Games,1920000.0,450000.0,640000.0,70000.0,3080000,NES,WORLD CLASS TRACK MEET,81.0,True,True
WRECKING CREW,NES,1985,Platform,Nintendo,,,510000.0,,510000,NES,WRECKING CREW,98.38,True,True
YOSHI,NES,1991,Puzzle,Nintendo,700000.0,130000.0,910000.0,10000.0,1750000,NES,YOSHI,29.21,False,True
YOSHIS COOKIE,NES,1992,Puzzle,Nintendo,410000.0,60000.0,630000.0,20000.0,1120000,NES,YOSHIS COOKIE,27.73,False,True
ZELDA II THE ADVENTURE OF LINK,NES,1987,Adventure,Nintendo,2190000.0,500000.0,1610000.0,80000.0,4380000,NES,ZELDA II THE ADVENTURE OF LINK,93.08,True,True
007 RACING,PS,2000,Racing,Electronic Arts,300000.0,200000.0,,30000.0,530000,PS,007 RACING,7.15,False,False
007 THE WORLD IS NOT ENOUGH,PS,2000,Action,Electronic Arts,510000.0,350000.0,,60000.0,920000,PS,007 THE WORLD IS NOT ENOUGH,11.09,False,False
007 TOMORROW NEVER DIES,PS,1999,Shooter,Electronic Arts,1720000.0,1330000.0,,160000.0,3210000,PS,007 TOMORROW NEVER DIES,10.29,False,False
2XTREME,PS,1996,Sports,Sony Computer Entertainment,1150000.0,200000.0,,50000.0,1400000,PS,2XTREME,9.1,False,False
3D BASEBALL,PS,1996,Sports,BMG Interactive Entertainment,20000.0,10000.0,,,30000,PS,3D BASEBALL,14.07,False,False
3XTREME,PS,1999,Action,989 Studios,500000.0,340000.0,,60000.0,900000,PS,3XTREME,6.22,False,False
40 WINKS,PS,1999,Platform,GT Interactive,170000.0,120000.0,,20000.0,310000,PS,40 WINKS,21.64,False,False
A BUGS LIFE,PS,1998,Platform,Sony Computer Entertainment,1960000.0,720000.0,,110000.0,2790000,PS,A BUGS LIFE,8.44,False,False
ATRAIN,PS,1995,Simulation,Sony Computer Entertainment,20000.0,10000.0,40000.0,10000.0,80000,PS,ATRAIN,39.08,True,True
